着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
7,7,13,コスモクウェンチ,牡6,57,武士沢友,1:26.1,ハナ,**,,,,,7-6,37.3,25.1,9,490(-2),,,,[東]小桧山悟,Ｍｒ．ホース,,202005010707
8,7,14,クラウンクラシック,牡5,56,野中悠太,1:26.3,1.1/4,**,,,,,3-4,37.7,69.0,12,490(+6),,,,[東]菊川正達,矢野恭裕,,202005010707
9,6,12,クワトロダッシュ,牡5,57,木幡巧也,1:26.3,ハナ,**,,,,,10-11,37.1,20.5,5,494(+4),,,,[東]牧光二,ザ・チャンピオンズ,,202005010707
10,2,4,ナイスプリンセス,牝4,55,田辺裕信,1:26.3,アタマ,**,,,,,10-9,37.3,22.1,7,448(+2),,,,[東]石栗龍彦,田畑利彦,,202005010707
11,3,6,ステラストラータ,セ5,57,柴田善臣,1:26.4,クビ,**,,,,,13-14,37.0,21.4,6,476(-2),,,,[東]大江原哲,岡田牧雄,,202005010707
12,8,15,デルマアンバリッド,牝4,55,武藤雅,1:26.8,2.1/2,**,,,,,3-9,37.8,282.4,15,482(-14),,,,[東]堀井雅広,浅沼廣幸,,202005010707
13,4,7,カーリングストーン,牡4,56,菊沢一樹,1:26.9,クビ,**,,,,,9-6,38.0,7.1,4,476(+6),,,,[東]菊沢隆徳,國分純,,202005010707
14,6,11,モッズストーン,セ4,57,津村明秀,1:27.1,1.1/2,**,,,,,7-6,38.3,55.2,11,486(+4),,,,[東]武井亮,吉田和美,,202005010707
15,3,5,スマートグランダム,牝4,55,内田博幸,1:27.3,1,**,,,,,15-16,37.6,210.5,14,516(-2),,,,[東]加藤征弘,大川徹,,202005010707
16,5,10,ファーベライト,牝5,55,江田照男,1:30.0,大,**,,,,,3-4,41.4,409.2,16,482(-6),,,,[東]高橋裕,高樽さゆり,,202005010707
1,3,3,サトノフウジン,牡3,56,石橋脩,2:01.1,,**,,,,,4-3-4,36.3,3.5,2,470(0),,,,[東]堀宣行,サトミホースカンパニー,"1,026.1",202005010708
2,6,6,アメリカンシード,牡3,56,川田将雅,2:01.3,1.1/4,**,,,,,4-3-4,36.5,2.2,1,474(-2),,,,[西]藤岡健一,吉澤克己,404.6,202005010708
3,4,4,マイネルミンドール,牡3,56,津村明秀,2:01.4,3/4,**,,,,,7-7-6,36.4,32.1,6,446(+2),,,,[東]相沢郁,サラブレッドクラブ・ラフィアン,252.3,202005010708
4,7,7,ジェラペッシュ,牝3,54,吉田豊,2:01.7,2,**,,,,,6-6-6,36.8,6.8,4,446(0),,,,[東]尾関知人,柴田洋一,150.0,202005010708
5,2,2,カンバラ,牝3,54,丸山元気,2:02.4,4,**,,,,,2-2-2,37.8,8.0,5,472(-8),,,,[東]黒岩陽一,ゴドルフィン,101.0,202005010708
6,5,5,フローズンスタイル,牝3,54,田辺裕信,2:02.9,3,**,,,,,3-3-3,38.2,5.0,3,450(-10),,,,[東]黒岩陽一,吉田照哉,,202005010708
7,1,1,ショウナンバレリオ,牡3,56,池添謙一,2:03.7,5,**,,,,,1-1-1,39.2,59.8,7,464(-4),,,,[西]池添兼雄,国本哲秀,,202005010708
1,1,2,アフターバーナー,セ6,57,田辺裕信,1:36.9,,**,,,,,11-9,36.7,9.9,5,520(+2),,,,[東]伊藤圭三,ゴドルフィン,"1,100.0",202005010709
2,6,11,オンザロックス,牡7,57,川田将雅,1:36.9,クビ,**,,,,,5-7,36.9,7.0,3,494(0),,,,[西]森秀行,稻井田有司,440.0,202005010709
3,5,10,セイヴァリアント,牡4,57,吉田豊,1:36.9,アタマ,**,,,,,14-15,36.2,3.1,1,500(+2),,,,[東]中川公成,金田成基,280.0,202005010709
4,8,16,テイエムグッドマン,牡6,57,横山典弘,1:37.0,クビ,**,,,,,2-2,37.3,4.5,2,496(-2),,,,[西]武英智,竹園正繼,170.0,202005010709
5,4,8,フラワーストリーム,セ5,56,野中悠太,1:37.3,2,**,,,,,11-12,36.8,10.3,6,464(-4),,,,[東]池上昌和,花村誠,110.0,202005010709
6,4,7,モリトユウブ,牡5,57,内田博幸,1:37.4,1/2,**,,,,,3-2,37.6,96.8,14,500(+6),,,,[東]堀井雅広,吉川朋宏,,202005010709
7,8,15,フクノグリュック,牡8,57,横山和生,1:37.6,1,**,,,,,7-2,37.8,44.1,10,522(0),,,,[東]杉浦宏昭,福島祐子,,202005010709
8,1,1,データヴァリュー,牡6,57,津村明秀,1:37.7,1/2,**,,,,,11-12,37.3,50.7,11,488(+2),,,,[東]中舘英二,社台レースホース,,202005010709
9,5,9,リードザウインド,牝5,55,武藤雅,1:37.9,1.1/4,**,,,,,8-7,37.9,73.4,12,480(+14),,,,[東]小島茂之,吉田照哉,,202005010709
10,3,5,ダイワインパルス,牡8,56,菊沢一樹,1:38.2,2,**,,,,,16-15,37.4,43.6,9,482(-6),,,,[東]宗像義忠,大城敬三,,202005010709
11,2,4,ランバージャック,牡6,57,丸山元気,1:38.3,3/4,**,,,,,14-12,37.8,89.7,13,470(-6),,,,[西]鮫島一歩,前田幸治,,202005010709
12,7,14,コスモハヤテ,牡4,57,木幡巧也,1:39.2,5,**,,,,,3-2,39.5,153.0,15,478(+2),,,,[東]小野次郎,ビッグレッドファーム,,202005010709
13,3,6,ヤマニンリュシオル,牝5,55,伊藤工真,1:39.3,1/2,**,,,,,8-9,39.1,158.1,16,476(-8),,,,[東]蛯名利弘,土井肇,,202005010709
14,2,3,スコッチリール,牝4,55,フォーリ,1:39.7,2.1/2,**,,,,,8-9,39.5,12.5,7,462(+10),,,,[東]林徹,サンデーレーシング,,202005010709
15,6,12,モズエロイコ,牡4,57,中谷雄太,1:39.9,1.1/2,**,,,,,1-1,40.4,7.3,4,464(+2),,,,[西]矢作芳人,キャピタル・システム,,202005010709
16,7,13,ゴールドブラッド,牡6,57,田中勝春,1:40.0,クビ,**,,,,,5-2,40.3,23.5,8,490(-2),,,,[東]宗像義忠,居城寿与,,202005010709
1,5,10,マスターフェンサー,牡4,56,川田将雅,2:11.4,,**,,,,,7-7-7-7,37.5,1.8,1,492(-6),,,,[西]角田晃一,吉澤克己,"1,854.3",202005010710
2,1,2,ウラノメトリア,セ4,55,北村宏司,2:11.8,2.1/2,**,,,,,5-5-4-3,38.2,6.4,3,488(-4),,,,[西]矢作芳人,サンデーレーシング,739.8,202005010710
3,7,14,アイファーキングズ,牡4,55,丸山元気,2:11.8,アタマ,**,,,,,5-6-4-3,38.1,5.7,2,492(+2),,,,[西]鮫島一歩,中島稔,464.9,202005010710
4,1,1,フォースライン,牡6,54,フォーリ,2:11.9,1/2,**,,,,,8-7-7-7,38.1,11.2,5,512(0),,,,[西]吉田直弘,吉田勝己,270.0,202005010710
5,3,6,アドラメレク,牡6,55,田辺裕信,2:12.3,2.1/2,**,,,,,11-11-9-9,38.3,20.9,6,468(+6),,,,[西]石坂正,Ｇ１レーシング,182.0,202005010710
6,8,16,アポロユッキー,牝6,50,伊藤工真,2:12.4,1/2,**,,,,,8-9-9-10,38.3,254.1,16,532(-2),,,,[東]鈴木伸尋,アポロサラブレッドクラブ,,202005010710
7,2,3,スズカフリオーソ,牡6,54,横山典弘,2:12.6,1.1/4,**,,,,,13-14-13-12,38.2,9.9,4,498(+2),,,,[西]藤沢則雄,永井啓弍,,202005010710
8,5,9,スペリオルシチー,牡6,54,ミナリク,2:12.8,1.1/4,**,,,,,10-9-9-10,38.7,126.6,14,480(+16),,,,[東]相沢郁,友駿ホースクラブ,,202005010710
9,6,12,アノ,牡4,54,藤井勘一,2:12.8,クビ,**,,,,,11-12-14-15,38.0,70.2,12,438(0),,,,[西]鈴木孝志,武田茂男,,202005010710
10,3,5,ロジティナ,牡5,54,池添謙一,2:13.1,1.3/4,**,,,,,3-1-2-2,39.8,36.9,8,542(+2),,,,[東]新開幸一,久米田正明,,202005010710
11,8,15,アッシェンプッテル,牝4,53,城戸義政,2:13.1,ハナ,**,,,,,13-15-14-14,38.6,35.9,7,504(-8),,,,[西]奥村豊,フジワラ・ファーム,,202005010710
12,4,8,ジュンスターホース,牡6,55,内田博幸,2:13.1,アタマ,**,,,,,16-16-14-15,38.3,44.4,9,484(+8),,,,[東]高柳瑞樹,河合純二,,202005010710
13,6,11,オーパスメーカー,牝4,52,長岡禎仁,2:13.3,1,**,,,,,2-3-3-3,39.7,70.1,11,474(-8),,,,[西]羽月友彦,松岡隆雄,,202005010710
14,4,7,スターライトブルー,牡6,53,吉田豊,2:13.3,クビ,**,,,,,1-2-1-1,40.2,124.8,13,510(+4),,,,[東]戸田博文,青芝商事,,202005010710
15,7,13,メイショウマトイ,牡6,54,野中悠太,2:13.5,1.1/4,**,,,,,13-12-12-12,39.1,47.8,10,490(-4),,,,[西]本田優,松本好雄,,202005010710
16,2,4,フクサンローズ,牝6,51,武藤雅,2:13.5,アタマ,**,,,,,3-4-4-3,39.9,164.8,15,448(-4),,,,[東]小西一男,小沼博,,202005010710
1,8,16,ミライヘノツバサ,牡7,54,木幡巧也,3:31.2,,**,,,,,10-10-10-10,37.4,325.5,16,498(-2),,,,[東]伊藤大士,三島宣彦,"4,156.7",202005010711
2,7,14,メイショウテンゲン,牡4,55,池添謙一,3:31.2,ハナ,**,,,,,14-14-13-13,37.2,8.2,3,456(+2),,,,[西]池添兼雄,松本好雄,"1,616.2",202005010711
3,1,1,オセアグレイト,牡4,54,野中悠太,3:32.0,5,**,,,,,4-4-2-2,38.7,4.9,2,484(-4),,,,[東]菊川正達,ＩＨＲ,"1,008.1",202005010711
4,3,6,レノヴァール,牡5,54,横山典弘,3:32.0,ハナ,**,,,,,8-9-9-3,38.5,9.3,4,530(-2),,,,[西]高野友和,キャロットファーム,620.0,202005010711
5,6,11,タイセイトレイル,牡5,55,中谷雄太,3:32.5,3,**,,,,,12-12-10-7,38.8,10.9,5,492(-8),,,,[西]矢作芳人,田中成奉,410.0,202005010711
6,5,9,ステイブラビッシモ,牡7,52,江田照男,3:33.1,3.1/2,**,,,,,15-15-13-7,39.4,159.0,15,468(-8),,,,[東]久保田貴,草間庸文,,202005010711
7,4,7,タガノディアマンテ,牡4,55,川田将雅,3:33.3,1.1/4,**,,,,,16-16-16-15,39.2,2.1,1,470(-8),,,,[西]鮫島一歩,八木良司,,202005010711
8,5,10,サトノティターン,牡7,57,石橋脩,3:33.5,1.1/4,**,,,,,13-12-13-15,39.4,68.1,11,588(+8),,,,[東]堀宣行,里見治紀,,202005010711
9,7,13,ヴァントシルム,牡6,55,Ｍ．デム,3:33.7,1.1/2,**,,,,,6-6-6-3,40.2,19.3,7,480(+6),,,,[西]須貝尚介,キャロットファーム,,202005010711
10,1,2,ウインテンダネス,牡7,56,内田博幸,3:34.0,2,**,,,,,6-7-6-13,40.0,147.0,14,512(-2),,,,[西]杉山晴紀,ウイン,,202005010711
11,2,3,ポポカテペトル,牡6,55,北村宏司,3:34.2,1.1/4,**,,,,,8-7-6-3,40.7,33.1,8,486(+4),,,,[西]友道康夫,金子真人ホールディングス,,202005010711
12,2,4,ロサグラウカ,牝5,52,丸山元気,3:34.3,クビ,**,,,,,1-1-1-1,41.2,37.6,9,450(0),,,,[東]尾関知人,サンデーレーシング,,202005010711
13,3,5,リッジマン,牡7,57,フォーリ,3:35.1,5,**,,,,,10-10-10-10,41.2,71.5,12,452(+10),,,,[西]庄野靖志,辻牧場,,202005010711
14,4,8,アドマイヤジャスタ,牡4,54,田辺裕信,3:35.4,2,**,,,,,4-4-5-3,41.8,89.9,13,518(-2),,,,[西]須貝尚介,近藤旬子,,202005010711
15,6,12,ダノンキングダム,牡6,54,津村明秀,3:35.9,3,**,,,,,3-3-2-10,42.0,57.0,10,484(-4),,,,[西]安田隆行,ダノックス,,202005010711
16,8,15,バレリオ,牡5,54,ミナリク,3:37.5,10,**,,,,,2-2-2-7,43.8,13.3,6,500(+2),,,,[東]相沢郁,サンデーレーシング,,202005010711
1,8,12,ソーラーフレア,牡5,57,津村明秀,1:21.9,,**,,,,,9-9,34.1,19.1,7,454(-4),,,,[東]高柳瑞樹,ゴドルフィン,"1,100.0",202005010712
2,3,3,スイーズドリームス,牡6,57,川田将雅,1:21.9,クビ,**,,,,,6-4,34.3,3.6,2,504(0),,,,[西]須貝尚介,大塚亮一,440.0,202005010712
3,5,7,エスタジ,牝4,55,Ｍ．デム,1:22.0,1/2,**,,,,,3-3,34.8,2.8,1,436(+2),,,,[東]木村哲也,吉田勝己,280.0,202005010712
4,5,6,スズカアーチスト,牝5,55,江田照男,1:22.0,クビ,**,,,,,2-2,35.1,65.2,12,470(0),,,,[東]伊藤圭三,永井啓弍,170.0,202005010712
5,6,8,アイスフィヨルド,牡5,57,武藤雅,1:22.6,3.1/2,**,,,,,11-11,34.4,26.7,8,454(-2),,,,[東]武藤善則,佐々木雄二,110.0,202005010712
6,8,13,リンシャンカイホウ,牡5,57,フォーリ,1:22.7,クビ,**,,,,,1-1,36.8,42.1,10,454(-2),,,,[東]田中剛,三嶋牧場,,202005010712
7,2,2,シセイタイガ,牡4,57,ミナリク,1:22.7,クビ,**,,,,,6-7,35.0,9.9,4,470(+2),,,,[東]高橋文雅,猪苗代勇,,202005010712
8,6,9,スペキュラース,牝4,55,木幡巧也,1:22.8,1/2,**,,,,,4-4,35.3,30.2,9,458(+6),,,,[東]高橋祥泰,ビッグレッドファーム,,202005010712
9,7,10,イチゴミルフィーユ,牝4,55,伊藤工真,1:23.0,1.1/4,**,,,,,6-7,35.3,43.6,11,442(-2),,,,[東]林徹,保坂和孝,,202005010712
10,4,4,ココフィーユ,牝4,55,池添謙一,1:23.1,3/4,**,,,,,4-4,35.6,5.8,3,440(+2),,,,[東]斎藤誠,スリーエイチレーシング,,202005010712
11,4,5,クラヴィスオレア,セ4,55,木幡育也,1:23.2,1/2,**,,,,,9-10,35.2,17.6,6,482(0),,,,[東]藤沢和雄,多田信尊,,202005010712
12,1,1,プレトリア,セ5,57,田辺裕信,1:23.2,ハナ,**,,,,,11-12,34.9,9.9,5,460(-6),,,,[東]中川公成,多田賢司,,202005010712
13,7,11,ケンデスティニー,牡5,57,内田博幸,1:24.6,8,**,,,,,13-13,35.3,69.2,13,496(0),,,,[西]森秀行,中西宏彰,,202005010712
1,5,10,プリマジア,牡3,56,ルメール,1:25.5,,**,,,,,8-8,35.6,2.8,1,456(+2),,,,[東]金成貴史,藤沼利夫,510.0,202005010801
2,2,4,タイキラッシュ,牡3,56,大野拓弥,1:25.5,ハナ,**,,,,,2-2,36.4,3.5,2,508(+4),,,,[東]高木登,大樹ファーム,200.0,202005010801
3,4,8,ダイシンウィット,牡3,56,福永祐一,1:26.3,5,**,,,,,1-1,37.4,11.3,5,494(-4),,,,[東]小笠倫弘,大八木信行,130.0,202005010801
4,8,15,ヨシオドライヴ,牡3,56,大庭和弥,1:26.6,2,**,,,,,4-6,37.1,6.1,3,486(-4),,,,[東]清水英克,井村誉志雄,77.0,202005010801
5,2,3,スイ,牝3,54,Ｍ．デム,1:26.7,1/2,**,,,,,4-3,37.4,34.5,8,480(+2),,,,[東]戸田博文,吉田和美,51.0,202005010801
6,7,14,グーガルドリームズ,牡3,56,北村宏司,1:26.9,1.1/4,**,,,,,14-14,36.5,7.1,4,494(-2),,,,[東]伊藤伸一,藤田在子,,202005010801
7,7,13,カッチョカバロ,牡3,56,木幡巧也,1:27.0,クビ,**,,,,,3-3,37.7,13.6,6,498(+2),,,,[東]牧光二,平田修,,202005010801
8,8,16,ムーンダイアローグ,牡3,56,ミナリク,1:27.2,1.1/2,**,,,,,11-12,37.0,23.2,7,442(+6),,,,[東]矢野英一,大塚亮一,,202005010801
9,6,11,ヌンカプト,牡3,56,フォーリ,1:27.3,1/2,**,,,,,11-10,37.3,96.1,12,454(+18),,,,[東]矢野英一,ヌンクラブ,,202005010801
10,3,5,ショウナンアサヤケ,牡3,56,和田竜二,1:27.3,ハナ,**,,,,,4-3,38.0,83.6,11,504(+6),,,,[東]武市康男,国本哲秀,,202005010801
11,3,6,グロリアスブレイク,牝3,54,江田照男,1:27.6,2,**,,,,,7-6,38.0,212.2,14,442(-4),,,,[東]田島俊明,レッドマジック,,202005010801
12,1,1,クァンタムリープ,牡3,54,木幡育也,1:27.9,2,**,,,,,8-8,38.0,52.4,10,472(-2),,,,[東]鹿戸雄一,シルクレーシング,,202005010801
13,6,12,ダイワリチャード,牡3,55,野中悠太,1:28.0,クビ,**,,,,,8-10,38.0,41.7,9,452(+2),,,,[東]上原博之,大城敬三,,202005010801
14,5,9,レディトゥラン,牝3,54,佐藤友則,1:29.5,9,**,,,,,15-15,38.5,311.4,16,420(0),,,,[東]加藤和宏,グランデオーナーズ,,202005010801
15,1,2,マイネルグッドデイ,牡3,56,津村明秀,1:30.6,7,**,,,,,11-12,40.3,275.5,15,494(-12),,,,[東]田島俊明,サラブレッドクラブ・ラフィアン,,202005010801
16,4,7,アースウルフ,牡3,56,横山典弘,1:32.5,大,**,,,,,16-16,39.1,121.2,13,434(+12),,,,[東]粕谷昌央,松山増男,,202005010801
1,1,1,ミティル,牝3,54,武豊,1:26.3,,**,,,,,1-1,37.6,2.0,1,498(0),,,,[西]野中賢二,カナヤマホールディングス,600.0,202005010802
2,4,8,チョーズンワン,牡3,56,ミナリク,1:27.3,6,**,,,,,7-6,37.1,9.3,4,460(0),,,,[東]萩原清,ノースヒルズ,240.0,202005010802
3,6,11,ジュンハルト,牡3,56,津村明秀,1:27.4,クビ,**,,,,,4-4,37.6,16.6,7,456(0),,,,[東]田中博康,河合純二,150.0,202005010802
4,2,3,キクノダンカーク,牡3,56,畑端省吾,1:27.7,2,**,,,,,6-6,37.6,11.6,5,452(0),,,,[西]吉田直弘,菊池五郎,90.0,202005010802
5,3,6,スリーブラザー,セ3,56,松山弘平,1:27.8,1/2,**,,,,,3-3,38.6,7.5,3,486(0),,,,[西]小崎憲,スリーエイチレーシング,60.0,202005010802
6,2,4,デルマラピスラズリ,牡3,56,横山和生,1:27.9,1/2,**,,,,,2-2,38.9,16.0,6,508(0),,,,[東]小野次郎,浅沼廣幸,,202005010802
7,7,14,キタノユニヴァース,牡3,55,野中悠太,1:27.9,ハナ,**,,,,,12-12,36.2,33.4,8,500(0),,,,[東]本間忍,北所直人,,202005010802
8,8,16,マベルロンジュ,牝3,54,Ｍ．デム,1:28.0,1/2,**,,,,,7-6,37.9,5.1,2,472(0),,,,[東]斎藤誠,落合幸弘,,202005010802
9,5,9,ツウカイエオス,牝3,54,フォーリ,1:28.9,5,**,,,,,9-9,38.4,86.4,12,438(0),,,,[東]小笠倫弘,木村直樹,,202005010802
10,4,7,ハヤト,牡3,56,長岡禎仁,1:29.1,1.1/4,**,,,,,10-11,37.8,82.2,11,498(0),,,,[西]杉山晴紀,中西宏彰,,202005010802
11,1,2,マリノコジーン,牝3,54,武士沢友,1:29.7,3.1/2,**,,,,,10-10,38.9,143.0,13,438(0),,,,[東]水野貴広,クラウン,,202005010802
12,6,12,チャーミングポポ,牝3,54,大庭和弥,1:29.8,クビ,**,,,,,4-5,39.9,160.5,14,454(0),,,,[東]蛯名利弘,中脇満,,202005010802
13,3,5,ブレイドラン,牡3,56,吉田豊,1:30.0,1,**,,,,,13-13,37.8,60.4,9,526(0),,,,[東]高橋文雅,岡村善行,,202005010802
14,5,10,ラインサラマンダー,牡3,56,宮崎北斗,1:30.7,4,**,,,,,15-15,38.2,211.5,16,462(0),,,,[東]蛯名利弘,大澤繁昌,,202005010802
15,8,15,ヴァリアントナイト,牡3,56,北村友一,1:31.1,2.1/2,**,,,,,13-13,38.8,62.9,10,452(0),,,,[東]池上昌和,ライオンレースホース,,202005010802
16,7,13,ラブマリリン,牝3,54,和田竜二,1:31.3,1,**,,,,,16-16,37.6,190.5,15,456(0),,,,[東]加藤和宏,オールラブクラブ,,202005010802
1,2,4,ブレイクザボーダー,牡3,56,佐藤友則,1:39.1,,**,,,,,1-1,38.3,10.4,5,472(-4),,,,[東]畠山吉宏,グランデオーナーズ,510.0,202005010803
2,6,12,サイモンルグラン,牡3,56,和田竜二,1:39.3,1.1/2,**,,,,,7-5,38.0,10.4,6,500(+6),,,,[東]勢司和浩,澤田昭紀,200.0,202005010803
3,8,16,サウンドトラック,牡3,56,松山弘平,1:39.4,1/2,**,,,,,7-7,38.0,8.4,4,506(-4),,,,[東]尾関知人,グリーンファーム,130.0,202005010803
4,1,2,ハイエストエンド,牡3,56,田辺裕信,1:39.5,クビ,**,,,,,2-2,38.6,3.6,1,496(-4),,,,[東]小西一男,明栄商事,77.0,202005010803
5,3,5,リヴィエラボーイ,牡3,56,幸英明,1:39.9,2.1/2,**,,,,,5-5,38.7,24.3,8,454(-2),,,,[東]松山将樹,吉岡泰治,51.0,202005010803
6,5,9,ディンブラ,牝3,53,野中悠太,1:39.9,クビ,**,,,,,2-2,38.9,3.6,2,474(-4),,,,[東]上原博之,ノースヒルズ,,202005010803
7,2,3,リンガスウォリアー,牡3,56,北村宏司,1:40.3,2.1/2,**,,,,,13-14,38.2,30.4,9,474(-2),,,,[東]中舘英二,伊藤巖,,202005010803
8,7,14,サンダーボマー,牡3,56,北村友一,1:40.3,クビ,**,,,,,9-8,38.7,23.6,7,428(+8),,,,[東]土田稔,岡浩二,,202005010803
9,8,15,アベックフォルス,牡3,56,Ｍ．デム,1:40.8,3,**,,,,,4-2,39.8,6.2,3,494(+4),,,,[東]加藤士津,田中義明,,202005010803
10,4,8,マイネルグランサム,牡3,56,フォーリ,1:40.8,クビ,**,,,,,12-11,38.9,181.3,14,446(-4),,,,[東]奥村武,サラブレッドクラブ・ラフィアン,,202005010803
11,7,13,マイネルエスペルト,牡3,56,津村明秀,1:41.1,1.3/4,**,,,,,9-8,39.5,45.5,13,498(0),,,,[東]水野貴広,サラブレッドクラブ・ラフィアン,,202005010803
12,4,7,キタノコドウ,牡3,56,江田照男,1:41.4,1.3/4,**,,,,,16-16,38.6,41.6,12,472(+14),,,,[東]高木登,北所直人,,202005010803
13,6,11,エクセルマジック,牡3,54,木幡育也,1:41.5,3/4,**,,,,,13-13,39.5,228.6,15,460(-4),,,,[東]深山雅史,谷川正純,,202005010803
14,5,10,ナンナ,牝3,54,内田博幸,1:42.2,4,**,,,,,15-15,39.7,41.4,11,482(+4),,,,[東]国枝栄,フクキタル,,202005010803
15,1,1,ケンシ,牡3,56,木幡巧也,1:42.5,2,**,,,,,5-8,40.9,252.5,16,462(+8),,,,[東]黒岩陽一,鈴木芳夫,,202005010803
16,3,6,ガニアン,牡3,56,ミナリク,1:42.9,2.1/2,**,,,,,9-11,41.0,36.8,10,464(+2),,,,[東]田村康仁,ラ・メール,,202005010803
1,1,2,リスペクト,牡3,56,ルメール,2:28.8,,**,,,,,5-5-5-5,35.0,1.6,1,470(+2),,,,[東]奥村武,石川達絵,510.0,202005010804
2,8,16,プモリテソーロ,牡3,56,大野拓弥,2:29.0,1,**,,,,,5-5-2-1,35.5,4.5,2,484(0),,,,[東]田中博康,了徳寺健二ホールディングス,200.0,202005010804
3,8,15,コスモレペティール,牝3,54,津村明秀,2:29.2,1.1/2,**,,,,,3-3-4-4,35.6,72.5,8,430(-2),,,,[東]萱野浩二,ビッグレッドファーム,130.0,202005010804
4,6,11,パーディシャー,牡3,56,福永祐一,2:29.3,1/2,**,,,,,10-8-7-7,35.4,13.4,4,416(-12),,,,[東]久保田貴,社台レースホース,77.0,202005010804
5,4,8,レイコックアビー,牡3,56,和田竜二,2:29.5,1.1/4,**,,,,,10-8-7-8,35.5,6.7,3,496(+16),,,,[東]大竹正博,シルクレーシング,51.0,202005010804
6,2,4,アイゼングラフ,セ3,56,江田照男,2:29.7,1.1/4,**,,,,,15-15-14-10,35.4,47.5,7,436(-6),,,,[東]金成貴史,藤沼利夫,,202005010804
7,2,3,スキルショット,牡3,56,松山弘平,2:29.7,クビ,**,,,,,1-1-1-2,36.2,25.1,6,484(+4),,,,[東]加藤士津,横田恵子,,202005010804
8,1,1,インディードシチー,牡3,56,幸英明,2:29.8,クビ,**,,,,,16-16-16-14,35.1,75.6,9,494(-8),,,,[東]上原博之,友駿ホースクラブ,,202005010804
9,5,10,リチュアルダンス,牡3,56,田辺裕信,2:29.9,1/2,**,,,,,10-12-10-10,35.6,13.7,5,498(-2),,,,[東]尾関知人,ゴドルフィン,,202005010804
10,3,5,ワイルドフレーズ,牡3,56,内田博幸,2:30.1,1.1/4,**,,,,,8-8-10-10,35.9,84.0,10,474(-2),,,,[東]黒岩陽一,ヒダカ・ブリーダーズ・ユニオン,,202005010804
11,4,7,ベルウッドアサヒ,牡3,56,吉田豊,2:30.2,1/2,**,,,,,13-13-13-13,35.8,197.3,14,444(+4),,,,[東]武市康男,鈴木照雄,,202005010804
12,3,6,シゲルセイウン,牝3,54,柴田善臣,2:30.6,2.1/2,**,,,,,3-3-5-5,36.8,156.1,11,406(0),,,,[東]石毛善彦,森中蕃,,202005010804
13,5,9,アトラクトボイス,牡3,56,木幡巧也,2:30.7,3/4,**,,,,,5-7-7-8,36.7,179.9,13,426(+2),,,,[東]土田稔,大原詔宏,,202005010804
14,6,12,キングフェーヴル,牝3,53,野中悠太,2:30.7,アタマ,**,,,,,2-2-2-2,37.2,173.1,12,436(-10),,,,[東]青木孝文,廣崎利洋ＨＤ,,202005010804
15,7,13,プリティスラッガー,牝3,54,宮崎北斗,2:32.9,大,**,,,,,8-8-12-15,38.0,344.9,16,394(-10),,,,[東]菊川正達,丸岡啓一,,202005010804
16,7,14,フォーチュネイト,牡3,56,田中勝春,2:35.3,大,**,,,,,14-14-14-16,39.9,252.3,15,460(-4),,,,[東]松永康利,小林竜太郎,,202005010804
1,1,1,オーロラフラッシュ,牝3,54,ルメール,1:35.2,,**,,,,,2-3,33.6,2.8,2,448(+6),,,,[東]藤沢和雄,嶋田賢,730.0,202005010805
2,5,5,アオイクレアトール,牡3,56,武豊,1:35.2,クビ,**,,,,,1-1,33.8,2.1,1,466(-8),,,,[東]古賀慎明,新谷幸義,290.0,202005010805
3,3,3,レッドライデン,牡3,56,田中勝春,1:35.8,3.1/2,**,,,,,7-7,33.8,11.0,5,480(-4),,,,[東]鹿戸雄一,東京ホースレーシング,180.0,202005010805
4,6,6,エンジェルサークル,牝3,54,田辺裕信,1:36.2,2.1/2,**,,,,,8-8,34.1,5.9,3,440(-2),,,,[東]中川公成,吉田照哉,110.0,202005010805
5,8,10,ハローキャンディ,牝3,54,繁田健一,1:36.5,2,**,,,,,2-3,34.9,56.3,7,422(-12),,,,[東]久保田貴,中西純穂,73.0,202005010805
6,7,7,グレイトホーン,牡3,56,丸山元気,1:36.6,クビ,**,,,,,5-5,34.7,10.4,4,486(+14),,,,[東]根本康広,犬塚悠治郎,,202005010805
7,4,4,アドマイヤアリエル,牝3,54,福永祐一,1:36.9,1.3/4,**,,,,,2-2,35.4,22.6,6,430(+2),,,,[東]加藤征弘,近藤旬子,,202005010805
8,7,8,ナーリー,牡3,56,佐藤友則,1:37.3,2.1/2,**,,,,,8-9,35.0,211.4,8,462(0),,,,[地]井上孝彦,グランデオーナーズ,,202005010805
9,2,2,グランドホース,牡3,53,三津谷隼,1:38.1,5,**,,,,,10-10,35.4,256.0,9,486(+4),,,,[東]伊藤伸一,田畑利彦,,202005010805
10,8,9,タイムカプセル,牡3,56,菅原隆一,1:38.3,1.1/4,**,,,,,5-5,36.4,275.3,10,440(-2),,,,[東]土田稔,ミルファーム,,202005010805
