race_id,馬名,着順_num,予測スコア,予測順位,単勝オッズ,人気,勝ち確率,単勝期待値
202501010103,ディアウス,1.0,0.47330690238036927,2.0,2.0,1.0,0.47330690238036927,-0.05338619523926147
202501010103,ジョードリウム,2.0,0.17448223834745746,3.0,10.4,4.0,0.17448223834745746,0.8146152788135577
202501010103,カズナリ,12.0,0.047580882556016946,4.0,92.1,10.0,0.047580882556016946,3.38219928340916
202501010103,タイセイバンクール,10.0,0.04671547742661548,5.0,16.3,5.0,0.04671547742661548,-0.23853771794616774
202501010103,カシマスウィープ,14.0,0.0365053359469421,6.0,218.4,13.0,0.0365053359469421,6.972765370812155
202501010103,オロパタジン,5.0,0.015910930482244137,7.0,19.8,7.0,0.015910930482244137,-0.684963576451566
202501010103,サヨノミッキー,9.0,0.008654276547646464,8.0,259.7,14.0,0.008654276547646464,1.2475156194237864
202501010103,ネトル,4.0,0.00827911321353644,9.0,36.7,9.0,0.00827911321353644,-0.6961565450632126
202501010103,ファジーロップ,7.0,0.0066784035047250416,10.0,7.1,3.0,0.0066784035047250416,-0.9525833351164522
202501010103,キンセンオー,6.0,0.006539119584177556,11.0,20.9,8.0,0.006539119584177556,-0.8633324006906891
202501010103,ジーティートゥルー,8.0,0.0015762721968210869,12.0,18.6,6.0,0.0015762721968210869,-0.9706813371391277
202501010103,ベイビーベリッシモ,11.0,0.00019421435852783544,13.0,167.8,12.0,0.00019421435852783544,-0.9674108306390292
202501010103,ニッシンゲッポ,13.0,1.5141102382222525e-06,14.0,167.5,11.0,1.5141102382222525e-06,-0.9997463865350977
202501010104,リリーオブザハート,5.0,0.46306735347737454,1.0,3.8,1.0,0.46306735347737454,0.7596559432140231
202501010104,シンヒダカゴールド,1.0,0.2587097155978617,2.0,4.0,2.0,0.2587097155978617,0.034838862391446845
202501010104,ワタシマツワ,2.0,0.16724065884021846,3.0,10.2,5.0,0.16724065884021846,0.7058547201702283
202501010104,マザーズウィル,14.0,0.15337525619123973,4.0,5.9,4.0,0.15337525619123973,-0.09508598847168548
202501010104,ゴールドハーディス,7.0,0.09998263616842286,5.0,38.8,9.0,0.09998263616842286,2.8793262833348066
202501010104,オフザチェイン,6.0,0.012659431374208717,6.0,14.6,6.0,0.012659431374208717,-0.8151723019365528
202501010104,ベルジャッド,4.0,0.008843349771986076,7.0,79.3,12.0,0.008843349771986076,-0.29872236308150424
202501010104,エミネントキャリア,8.0,0.008180274327106208,8.0,26.4,8.0,0.008180274327106208,-0.7840407577643962
202501010104,レフレクシオ,10.0,0.007988986667216133,9.0,61.9,11.0,0.007988986667216133,-0.5054817252993213
202501010104,テーオーカバリエ,13.0,0.007112555595507608,10.0,42.3,10.0,0.007112555595507608,-0.6991388983100282
202501010104,エピファランド,3.0,0.0033703076149600845,11.0,4.5,3.0,0.0033703076149600845,-0.9848336157326796
202501010104,ディアマント,9.0,0.0028561512821941464,12.0,178.3,14.0,0.0028561512821941464,-0.49074822638478366
202501010104,ブリスディーシャ,12.0,0.0022795088537059006,13.0,110.7,13.0,0.0022795088537059006,-0.7476583698947568
202501010104,バダジェフスカ,11.0,0.001055192768354536,14.0,18.6,7.0,0.001055192768354536,-0.9803734145086056
202501010105,メイショウコシュウ,6.0,0.5299636888959424,1.0,2.6,1.0,0.5299636888959424,0.3779055911294502
202501010105,シホノソルジェンテ,13.0,0.3667306061708732,2.0,14.7,6.0,0.3667306061708732,4.390939910711836
202501010105,ミヤエスケープ,3.0,0.2528332504577274,3.0,3.5,2.0,0.2528332504577274,-0.11508362339795397
202501010105,テイエムキハク,1.0,0.06487822677699581,4.0,23.7,8.0,0.06487822677699581,0.5376139746148008
202501010105,チャーリー,5.0,0.04009518204210515,5.0,12.4,4.0,0.04009518204210515,-0.5028197426778961
202501010105,ハグレジョー,11.0,0.020006609598932593,6.0,12.8,5.0,0.020006609598932593,-0.7439153971336627
202501010105,ニミッツハイウェイ,10.0,0.01734662126479968,7.0,59.8,12.0,0.01734662126479968,0.03732795163502067
202501010105,チカマヨルキーナ,8.0,0.009274675426660921,8.0,43.6,9.0,0.009274675426660921,-0.5956241513975837
202501010105,ロードアマルフィ,4.0,0.00900819106418084,9.0,5.2,3.0,0.00900819106418084,-0.9531574064662597
202501010105,エクストラプッシュ,9.0,0.008631696062575798,10.0,17.6,7.0,0.008631696062575798,-0.8480821492986659
202501010105,ニャンタロウ,2.0,0.007514558380604685,11.0,50.9,11.0,0.007514558380604685,-0.6175089784272215
202501010105,ウォータースパウト,7.0,0.005516568543021117,12.0,50.8,10.0,0.005516568543021117,-0.7197583180145273
202501010105,フォールティア,12.0,0.003133698992108918,13.0,367.7,13.0,0.003133698992108918,0.1522611193984491
202501010106,コスモマガラニカ,9.0,0.3652486435011243,1.0,4.4,3.0,0.3652486435011243,0.6070940314049471
202501010106,ラウニウ,4.0,0.20622444874776927,2.0,4.2,2.0,0.20622444874776927,-0.13385731525936906
202501010106,ドゥラエテルノ,3.0,0.046020680673794105,3.0,3.7,1.0,0.046020680673794105,-0.8297234815069618
202501010106,タイキクロニクル,8.0,0.029286334748588574,4.0,42.6,8.0,0.029286334748588574,0.24759786028987318
202501010106,ウインキララ,2.0,0.024043045164425052,5.0,6.4,5.0,0.024043045164425052,-0.8461245109476796
