券種,レース条件,馬の条件,オッズ,人気,点数,的中,回収率,最悪年,最良年,100%超の年数
単勝,良馬場,MF複勝1位,10-20倍,4番人気以下,303,21,87.9,37.5,188.4,2
複勝,良馬場,MF複勝1位,10-20倍,4番人気以下,303,81,82.0,64.5,109.0,1
単勝,良馬場,MF複勝1位,10-20倍,6番人気以下,188,13,96.1,37.6,203.4,2
複勝,良馬場,MF複勝1位,10-20倍,6番人気以下,188,44,78.4,40.9,103.1,1
単勝,良馬場,MF複勝1位,〜10倍,人気不問,10216,2998,79.8,76.9,84.3,0
複勝,良馬場,MF複勝1位,〜10倍,人気不問,10216,6248,84.8,82.6,87.1,0
単勝,良馬場,MF複勝1位,〜10倍,4番人気以下,688,69,70.9,63.5,77.0,0
複勝,良馬場,MF複勝1位,〜10倍,4番人気以下,688,254,80.7,67.0,94.4,0
単勝,良馬場,MF複勝1位,〜10倍,3番人気以内,9528,2929,80.4,77.0,84.9,0
複勝,良馬場,MF複勝1位,〜10倍,3番人気以内,9528,5994,85.1,83.8,87.7,0
単勝,良馬場,MF複勝1位,〜20倍,人気不問,10525,3019,80.0,75.9,85.6,0
複勝,良馬場,MF複勝1位,〜20倍,人気不問,10525,6329,84.6,82.1,87.1,0
単勝,良馬場,MF複勝1位,〜20倍,4番人気以下,991,90,76.1,55.6,105.9,1
複勝,良馬場,MF複勝1位,〜20倍,4番人気以下,991,335,81.1,67.3,98.6,0
単勝,良馬場,MF複勝1位,〜20倍,6番人気以下,242,18,92.5,48.0,176.4,2
複勝,良馬場,MF複勝1位,〜20倍,6番人気以下,242,62,80.6,57.5,104.0,1
単勝,良馬場,MF複勝1位,〜20倍,3番人気以内,9534,2929,80.4,76.9,84.8,0
複勝,良馬場,MF複勝1位,〜20倍,3番人気以内,9534,5994,85.0,83.8,87.6,0
単勝,良馬場,MF複勝2位以内,〜5倍,人気不問,13961,4174,81.0,78.9,82.3,0
複勝,良馬場,MF複勝2位以内,〜5倍,人気不問,13961,8811,85.5,84.5,86.4,0
単勝,良馬場,MF複勝2位以内,〜5倍,3番人気以内,13928,4168,81.0,78.5,82.4,0
複勝,良馬場,MF複勝2位以内,〜5倍,3番人気以内,13928,8791,85.5,84.5,86.4,0
単勝,良馬場,MF複勝2位以内,5-10倍,人気不問,5408,672,79.6,76.4,82.6,0
複勝,良馬場,MF複勝2位以内,5-10倍,人気不問,5408,2162,80.0,74.9,84.0,0
単勝,良馬場,MF複勝2位以内,5-10倍,4番人気以下,2060,217,77.7,64.5,89.6,0
複勝,良馬場,MF複勝2位以内,5-10倍,4番人気以下,2060,747,79.0,70.6,84.5,0
単勝,良馬場,MF複勝2位以内,5-10倍,3番人気以内,3348,455,80.8,74.6,84.6,0
複勝,良馬場,MF複勝2位以内,5-10倍,3番人気以内,3348,1415,80.7,73.4,87.4,0
単勝,良馬場,MF複勝2位以内,10-20倍,人気不問,1400,96,90.3,72.9,114.5,2
複勝,良馬場,MF複勝2位以内,10-20倍,人気不問,1400,371,81.4,76.2,85.7,0
単勝,良馬場,MF複勝2位以内,10-20倍,4番人気以下,1313,90,90.9,71.8,118.7,2
複勝,良馬場,MF複勝2位以内,10-20倍,4番人気以下,1313,334,79.0,74.8,82.4,0
単勝,良馬場,MF複勝2位以内,10-20倍,6番人気以下,673,47,99.4,69.3,131.0,3
複勝,良馬場,MF複勝2位以内,10-20倍,6番人気以下,673,155,79.5,64.0,99.5,0
単勝,良馬場,MF複勝2位以内,20-50倍,人気不問,400,10,56.1,24.4,149.1,1
複勝,良馬場,MF複勝2位以内,20-50倍,人気不問,400,60,77.6,70.4,88.7,0
単勝,良馬場,MF複勝2位以内,20-50倍,4番人気以下,398,10,56.4,25.0,149.1,1
複勝,良馬場,MF複勝2位以内,20-50倍,4番人気以下,398,58,77.2,68.7,88.7,0
単勝,良馬場,MF複勝2位以内,20-50倍,6番人気以下,369,9,55.4,27.3,155.1,1
複勝,良馬場,MF複勝2位以内,20-50倍,6番人気以下,369,53,76.0,65.8,92.3,0
単勝,良馬場,MF複勝2位以内,〜10倍,人気不問,19369,4846,80.6,78.3,82.3,0
複勝,良馬場,MF複勝2位以内,〜10倍,人気不問,19369,10973,84.0,83.2,85.8,0
単勝,良馬場,MF複勝2位以内,〜10倍,4番人気以下,2093,223,77.8,67.3,88.6,0
複勝,良馬場,MF複勝2位以内,〜10倍,4番人気以下,2093,767,79.3,71.5,84.4,0
単勝,良馬場,MF複勝2位以内,〜10倍,3番人気以内,17276,4623,80.9,79.8,82.1,0
複勝,良馬場,MF複勝2位以内,〜10倍,3番人気以内,17276,10206,84.6,83.3,86.6,0
単勝,良馬場,MF複勝2位以内,〜20倍,人気不問,20769,4942,81.3,78.1,83.4,0
複勝,良馬場,MF複勝2位以内,〜20倍,人気不問,20769,11344,83.8,83.0,85.4,0
単勝,良馬場,MF複勝2位以内,〜20倍,4番人気以下,3406,313,82.9,70.3,100.3,1
複勝,良馬場,MF複勝2位以内,〜20倍,4番人気以下,3406,1101,79.2,75.9,81.4,0
単勝,良馬場,MF複勝2位以内,〜20倍,6番人気以下,787,60,99.2,69.5,131.5,2
複勝,良馬場,MF複勝2位以内,〜20倍,6番人気以下,787,197,82.0,68.0,97.3,0
単勝,良馬場,MF複勝2位以内,〜20倍,3番人気以内,17363,4629,80.9,79.7,82.4,0
複勝,良馬場,MF複勝2位以内,〜20倍,3番人気以内,17363,10243,84.7,83.3,86.6,0
単勝,良馬場,MF複勝3位以内,〜5倍,人気不問,16940,4817,80.0,78.6,81.6,0
複勝,良馬場,MF複勝3位以内,〜5倍,人気不問,16940,10467,85.0,84.0,86.0,0
単勝,良馬場,MF複勝3位以内,〜5倍,3番人気以内,16883,4802,79.8,78.4,81.6,0
複勝,良馬場,MF複勝3位以内,〜5倍,3番人気以内,16883,10433,85.0,83.9,86.0,0
単勝,良馬場,MF複勝3位以内,5-10倍,人気不問,9808,1186,79.4,77.0,83.2,0
複勝,良馬場,MF複勝3位以内,5-10倍,人気不問,9808,3842,79.2,77.4,80.8,0
単勝,良馬場,MF複勝3位以内,5-10倍,4番人気以下,4044,420,77.7,69.9,89.5,0
複勝,良馬場,MF複勝3位以内,5-10倍,4番人気以下,4044,1439,77.2,71.1,84.2,0
単勝,良馬場,MF複勝3位以内,5-10倍,6番人気以下,206,17,70.7,16.9,125.4,1
複勝,良馬場,MF複勝3位以内,5-10倍,6番人気以下,206,68,86.8,73.2,105.3,1
単勝,良馬場,MF複勝3位以内,5-10倍,3番人気以内,5764,766,80.6,73.0,84.3,0
複勝,良馬場,MF複勝3位以内,5-10倍,3番人気以内,5764,2403,80.7,76.5,83.4,0
単勝,良馬場,MF複勝3位以内,10-20倍,人気不問,3699,243,87.5,75.3,95.8,0
複勝,良馬場,MF複勝3位以内,10-20倍,人気不問,3699,959,79.3,76.6,84.4,0
単勝,良馬場,MF複勝3位以内,10-20倍,4番人気以下,3463,229,88.9,76.6,97.6,0
複勝,良馬場,MF複勝3位以内,10-20倍,4番人気以下,3463,874,77.8,74.4,82.4,0
単勝,良馬場,MF複勝3位以内,10-20倍,6番人気以下,1629,109,98.1,73.3,134.4,2
複勝,良馬場,MF複勝3位以内,10-20倍,6番人気以下,1629,358,76.2,62.1,91.2,0
単勝,良馬場,MF複勝3位以内,10-20倍,3番人気以内,236,14,67.0,44.0,128.8,1
複勝,良馬場,MF複勝3位以内,10-20倍,3番人気以内,236,85,101.8,77.4,120.8,3
単勝,良馬場,MF複勝3位以内,20-50倍,人気不問,1220,30,58.7,50.6,84.6,0
複勝,良馬場,MF複勝3位以内,20-50倍,人気不問,1220,177,70.9,63.9,80.2,0
単勝,良馬場,MF複勝3位以内,20-50倍,4番人気以下,1216,30,58.8,50.8,84.6,0
複勝,良馬場,MF複勝3位以内,20-50倍,4番人気以下,1216,175,70.9,63.9,79.7,0
単勝,良馬場,MF複勝3位以内,20-50倍,6番人気以下,1095,26,57.2,44.4,91.7,0
複勝,良馬場,MF複勝3位以内,20-50倍,6番人気以下,1095,150,70.5,63.6,74.3,0
単勝,良馬場,MF複勝3位以内,〜10倍,人気不問,26748,6003,79.8,78.5,80.7,0
複勝,良馬場,MF複勝3位以内,〜10倍,人気不問,26748,14309,82.9,82.2,83.7,0
単勝,良馬場,MF複勝3位以内,〜10倍,4番人気以下,4101,435,78.3,70.8,89.7,0
複勝,良馬場,MF複勝3位以内,〜10倍,4番人気以下,4101,1473,77.4,71.3,84.3,0
単勝,良馬場,MF複勝3位以内,〜10倍,6番人気以下,206,17,70.7,16.9,125.4,1
複勝,良馬場,MF複勝3位以内,〜10倍,6番人気以下,206,68,86.8,73.2,105.3,1
単勝,良馬場,MF複勝3位以内,〜10倍,3番人気以内,22647,5568,80.0,78.1,81.8,0
複勝,良馬場,MF複勝3位以内,〜10倍,3番人気以内,22647,12836,83.9,82.5,85.0,0
単勝,良馬場,MF複勝3位以内,〜20倍,人気不問,30447,6246,80.7,79.3,82.6,0
複勝,良馬場,MF複勝3位以内,〜20倍,人気不問,30447,15268,82.5,82.1,82.9,0
単勝,良馬場,MF複勝3位以内,〜20倍,4番人気以下,7564,664,83.1,75.5,93.3,0
複勝,良馬場,MF複勝3位以内,〜20倍,4番人気以下,7564,2347,77.6,75.6,80.7,0
単勝,良馬場,MF複勝3位以内,〜20倍,6番人気以下,1835,126,95.0,73.6,130.2,1
複勝,良馬場,MF複勝3位以内,〜20倍,6番人気以下,1835,426,77.4,64.8,90.2,0
単勝,良馬場,MF複勝3位以内,〜20倍,3番人気以内,22883,5582,79.9,77.7,81.5,0
複勝,良馬場,MF複勝3位以内,〜20倍,3番人気以内,22883,12921,84.1,82.5,85.3,0
単勝,良馬場,MF複勝5位以内,〜5倍,人気不問,19393,5386,80.7,79.8,81.9,0
複勝,良馬場,MF複勝5位以内,〜5倍,人気不問,19393,11788,85.0,84.3,85.7,0
単勝,良馬場,MF複勝5位以内,〜5倍,3番人気以内,19303,5365,80.6,79.7,81.8,0
複勝,良馬場,MF複勝5位以内,〜5倍,3番人気以内,19303,11734,84.9,84.2,85.7,0
単勝,良馬場,MF複勝5位以内,5-10倍,人気不問,16684,1954,78.8,76.7,83.1,0
複勝,良馬場,MF複勝5位以内,5-10倍,人気不問,16684,6406,79.4,78.2,80.5,0
単勝,良馬場,MF複勝5位以内,5-10倍,4番人気以下,8029,831,78.2,71.6,85.5,0
複勝,良馬場,MF複勝5位以内,5-10倍,4番人気以下,8029,2853,78.2,77.3,79.6,0
単勝,良馬場,MF複勝5位以内,5-10倍,6番人気以下,438,36,71.2,50.3,114.9,1
複勝,良馬場,MF複勝5位以内,5-10倍,6番人気以下,438,128,77.3,53.5,98.1,0
単勝,良馬場,MF複勝5位以内,5-10倍,3番人気以内,8655,1123,79.4,73.4,82.6,0
複勝,良馬場,MF複勝5位以内,5-10倍,3番人気以内,8655,3553,80.5,77.8,83.3,0
単勝,良馬場,MF複勝5位以内,10-20倍,人気不問,10521,640,81.9,70.1,91.1,0
複勝,良馬場,MF複勝5位以内,10-20倍,人気不問,10521,2644,78.2,75.4,82.1,0
単勝,良馬場,MF複勝5位以内,10-20倍,4番人気以下,10093,614,82.5,69.6,92.7,0
複勝,良馬場,MF複勝5位以内,10-20倍,4番人気以下,10093,2490,77.1,73.9,81.7,0
単勝,良馬場,MF複勝5位以内,10-20倍,6番人気以下,4889,278,83.6,73.3,105.7,1
複勝,良馬場,MF複勝5位以内,10-20倍,6番人気以下,4889,1072,76.6,69.3,82.6,0
単勝,良馬場,MF複勝5位以内,10-20倍,3番人気以内,428,26,68.4,34.3,108.6,1
複勝,良馬場,MF複勝5位以内,10-20倍,3番人気以内,428,154,103.0,91.3,112.0,3
単勝,良馬場,MF複勝5位以内,20-50倍,人気不問,5288,133,70.0,47.7,81.6,0
複勝,良馬場,MF複勝5位以内,20-50倍,人気不問,5288,767,72.9,68.2,77.8,0
単勝,良馬場,MF複勝5位以内,20-50倍,4番人気以下,5278,133,70.1,47.8,81.9,0
複勝,良馬場,MF複勝5位以内,20-50倍,4番人気以下,5278,764,73.0,68.2,77.8,0
単勝,良馬場,MF複勝5位以内,20-50倍,6番人気以下,4651,118,72.3,43.9,90.6,0
複勝,良馬場,MF複勝5位以内,20-50倍,6番人気以下,4651,640,73.1,68.7,79.4,0
単勝,良馬場,MF複勝5位以内,〜10倍,人気不問,36077,7340,79.8,79.0,81.4,0
複勝,良馬場,MF複勝5位以内,〜10倍,人気不問,36077,18194,82.4,81.8,82.8,0
単勝,良馬場,MF複勝5位以内,〜10倍,4番人気以下,8119,852,78.5,72.1,85.6,0
複勝,良馬場,MF複勝5位以内,〜10倍,4番人気以下,8119,2907,78.4,77.3,79.7,0
単勝,良馬場,MF複勝5位以内,〜10倍,6番人気以下,438,36,71.2,50.3,114.9,1
複勝,良馬場,MF複勝5位以内,〜10倍,6番人気以下,438,128,77.3,53.5,98.1,0
単勝,良馬場,MF複勝5位以内,〜10倍,3番人気以内,27958,6488,80.2,77.9,81.8,0
複勝,良馬場,MF複勝5位以内,〜10倍,3番人気以内,27958,15287,83.6,82.4,84.4,0
単勝,良馬場,MF複勝5位以内,〜20倍,人気不問,46598,7980,80.3,77.6,82.2,0
複勝,良馬場,MF複勝5位以内,〜20倍,人気不問,46598,20838,81.4,80.6,81.9,0
単勝,良馬場,MF複勝5位以内,〜20倍,4番人気以下,18212,1466,80.7,72.3,89.6,0
複勝,良馬場,MF複勝5位以内,〜20倍,4番人気以下,18212,5397,77.7,75.6,80.8,0
単勝,良馬場,MF複勝5位以内,〜20倍,6番人気以下,5327,314,82.5,71.2,106.4,1
複勝,良馬場,MF複勝5位以内,〜20倍,6番人気以下,5327,1200,76.7,71.8,83.8,0
単勝,良馬場,MF複勝5位以内,〜20倍,3番人気以内,28386,6514,80.0,77.5,81.0,0
複勝,良馬場,MF複勝5位以内,〜20倍,3番人気以内,28386,15441,83.9,82.5,84.8,0
単勝,多頭数16+,MF複勝1位,〜5倍,人気不問,4676,1432,79.7,76.4,82.3,0
複勝,多頭数16+,MF複勝1位,〜5倍,人気不問,4676,2887,84.1,81.9,87.0,0
単勝,多頭数16+,MF複勝1位,〜5倍,3番人気以内,4673,1431,79.6,76.4,82.3,0
複勝,多頭数16+,MF複勝1位,〜5倍,3番人気以内,4673,2884,84.1,81.9,86.9,0
単勝,多頭数16+,MF複勝1位,5-10倍,人気不問,1195,143,74.0,59.4,93.4,0
複勝,多頭数16+,MF複勝1位,5-10倍,人気不問,1195,443,78.6,75.0,84.1,0
単勝,多頭数16+,MF複勝1位,5-10倍,4番人気以下,467,43,67.1,50.3,86.4,0
複勝,多頭数16+,MF複勝1位,5-10倍,4番人気以下,467,144,70.8,56.9,90.4,0
単勝,多頭数16+,MF複勝1位,5-10倍,3番人気以内,728,100,78.5,63.9,118.6,1
複勝,多頭数16+,MF複勝1位,5-10倍,3番人気以内,728,299,83.6,66.0,106.0,1
単勝,多頭数16+,MF複勝1位,10-20倍,人気不問,243,20,99.9,22.9,139.3,4
複勝,多頭数16+,MF複勝1位,10-20倍,人気不問,243,64,86.0,68.4,117.3,1
単勝,多頭数16+,MF複勝1位,10-20倍,4番人気以下,237,20,102.4,23.9,142.7,4
複勝,多頭数16+,MF複勝1位,10-20倍,4番人気以下,237,63,87.3,66.9,119.6,2
単勝,多頭数16+,MF複勝1位,10-20倍,6番人気以下,154,10,82.3,0.0,132.1,3
複勝,多頭数16+,MF複勝1位,10-20倍,6番人気以下,154,39,90.3,53.3,133.5,2
単勝,多頭数16+,MF複勝1位,〜10倍,人気不問,5871,1575,78.5,76.2,82.8,0
複勝,多頭数16+,MF複勝1位,〜10倍,人気不問,5871,3330,83.0,81.6,86.5,0
単勝,多頭数16+,MF複勝1位,〜10倍,4番人気以下,470,44,67.7,49.8,85.5,0
複勝,多頭数16+,MF複勝1位,〜10倍,4番人気以下,470,147,71.5,58.1,90.9,0
単勝,多頭数16+,MF複勝1位,〜10倍,3番人気以内,5401,1531,79.5,76.8,84.0,0
複勝,多頭数16+,MF複勝1位,〜10倍,3番人気以内,5401,3183,84.0,81.4,88.8,0
単勝,多頭数16+,MF複勝1位,〜20倍,人気不問,6114,1595,79.4,75.4,84.8,0
複勝,多頭数16+,MF複勝1位,〜20倍,人気不問,6114,3394,83.1,81.1,86.9,0
単勝,多頭数16+,MF複勝1位,〜20倍,4番人気以下,707,64,79.3,64.8,91.6,0
複勝,多頭数16+,MF複勝1位,〜20倍,4番人気以下,707,210,76.8,69.0,88.2,0
単勝,多頭数16+,MF複勝1位,〜20倍,6番人気以下,191,12,75.0,19.8,108.8,2
複勝,多頭数16+,MF複勝1位,〜20倍,6番人気以下,191,51,89.6,64.4,127.9,2
単勝,多頭数16+,MF複勝1位,〜20倍,3番人気以内,5407,1531,79.4,76.7,83.9,0
複勝,多頭数16+,MF複勝1位,〜20倍,3番人気以内,5407,3184,84.0,81.4,88.7,0
単勝,多頭数16+,MF複勝2位以内,〜5倍,人気不問,7518,2135,80.7,75.2,83.4,0
複勝,多頭数16+,MF複勝2位以内,〜5倍,人気不問,7518,4492,84.4,82.8,86.1,0
単勝,多頭数16+,MF複勝2位以内,〜5倍,3番人気以内,7509,2132,80.6,75.0,83.1,0
複勝,多頭数16+,MF複勝2位以内,〜5倍,3番人気以内,7509,4484,84.3,82.7,86.0,0
単勝,多頭数16+,MF複勝2位以内,5-10倍,人気不問,3558,435,78.4,74.4,81.6,0
複勝,多頭数16+,MF複勝2位以内,5-10倍,人気不問,3558,1344,78.4,73.3,84.1,0
単勝,多頭数16+,MF複勝2位以内,5-10倍,4番人気以下,1322,145,82.0,71.4,97.3,0
複勝,多頭数16+,MF複勝2位以内,5-10倍,4番人気以下,1322,440,75.0,63.8,87.4,0
単勝,多頭数16+,MF複勝2位以内,5-10倍,3番人気以内,2236,290,76.3,69.2,83.7,0
複勝,多頭数16+,MF複勝2位以内,5-10倍,3番人気以内,2236,904,80.4,70.7,86.2,0
単勝,多頭数16+,MF複勝2位以内,10-20倍,人気不問,976,64,85.5,69.4,103.2,1
複勝,多頭数16+,MF複勝2位以内,10-20倍,人気不問,976,262,84.6,75.0,99.7,0
単勝,多頭数16+,MF複勝2位以内,10-20倍,4番人気以下,919,60,84.7,66.6,101.9,2
複勝,多頭数16+,MF複勝2位以内,10-20倍,4番人気以下,919,236,83.4,74.9,100.6,1
単勝,多頭数16+,MF複勝2位以内,10-20倍,6番人気以下,501,33,92.3,51.7,135.6,3
複勝,多頭数16+,MF複勝2位以内,10-20倍,6番人気以下,501,119,84.4,76.5,95.0,0
単勝,多頭数16+,MF複勝2位以内,20-50倍,人気不問,283,9,88.8,38.0,126.0,2
複勝,多頭数16+,MF複勝2位以内,20-50倍,人気不問,283,37,73.4,56.2,101.6,1
単勝,多頭数16+,MF複勝2位以内,20-50倍,4番人気以下,283,9,88.8,38.0,126.0,2
複勝,多頭数16+,MF複勝2位以内,20-50倍,4番人気以下,283,37,73.4,56.2,101.6,1
単勝,多頭数16+,MF複勝2位以内,20-50倍,6番人気以下,269,8,85.9,41.0,128.3,2
複勝,多頭数16+,MF複勝2位以内,20-50倍,6番人気以下,269,35,73.0,60.8,104.8,1
単勝,多頭数16+,MF複勝2位以内,〜10倍,人気不問,11076,2570,80.0,75.0,82.8,0
複勝,多頭数16+,MF複勝2位以内,〜10倍,人気不問,11076,5836,82.5,79.7,85.5,0
単勝,多頭数16+,MF複勝2位以内,〜10倍,4番人気以下,1331,148,82.6,72.7,97.0,0
複勝,多頭数16+,MF複勝2位以内,〜10倍,4番人気以下,1331,448,75.5,64.6,87.5,0
単勝,多頭数16+,MF複勝2位以内,〜10倍,3番人気以内,9745,2422,79.6,75.0,83.2,0
複勝,多頭数16+,MF複勝2位以内,〜10倍,3番人気以内,9745,5388,83.4,81.2,86.0,0
単勝,多頭数16+,MF複勝2位以内,〜20倍,人気不問,12052,2634,80.4,75.6,83.5,0
複勝,多頭数16+,MF複勝2位以内,〜20倍,人気不問,12052,6098,82.7,80.5,84.8,0
単勝,多頭数16+,MF複勝2位以内,〜20倍,4番人気以下,2250,208,83.4,76.1,98.3,0
複勝,多頭数16+,MF複勝2位以内,〜20倍,4番人気以下,2250,684,78.7,73.7,83.4,0
単勝,多頭数16+,MF複勝2位以内,〜20倍,6番人気以下,586,40,89.0,51.5,121.1,2
複勝,多頭数16+,MF複勝2位以内,〜20倍,6番人気以下,586,148,85.7,77.0,92.9,0
単勝,多頭数16+,MF複勝2位以内,〜20倍,3番人気以内,9802,2426,79.7,74.5,84.3,0
複勝,多頭数16+,MF複勝2位以内,〜20倍,3番人気以内,9802,5414,83.6,81.6,86.0,0
単勝,多頭数16+,MF複勝3位以内,〜5倍,人気不問,9099,2484,80.3,76.3,83.8,0
複勝,多頭数16+,MF複勝3位以内,〜5倍,人気不問,9099,5326,84.1,82.0,85.0,0
単勝,多頭数16+,MF複勝3位以内,〜5倍,3番人気以内,9083,2480,80.2,76.1,83.5,0
複勝,多頭数16+,MF複勝3位以内,〜5倍,3番人気以内,9083,5316,84.1,82.0,85.0,0
単勝,多頭数16+,MF複勝3位以内,5-10倍,人気不問,6133,740,79.1,73.9,81.9,0
複勝,多頭数16+,MF複勝3位以内,5-10倍,人気不問,6133,2267,77.8,73.7,79.8,0
単勝,多頭数16+,MF複勝3位以内,5-10倍,4番人気以下,2422,259,80.3,74.2,96.8,0
複勝,多頭数16+,MF複勝3位以内,5-10倍,4番人気以下,2422,811,76.3,69.0,81.9,0
単勝,多頭数16+,MF複勝3位以内,5-10倍,3番人気以内,3711,481,78.2,72.2,87.0,0
複勝,多頭数16+,MF複勝3位以内,5-10倍,3番人気以内,3711,1456,78.9,76.4,83.3,0
単勝,多頭数16+,MF複勝3位以内,10-20倍,人気不問,2427,154,84.7,78.3,88.0,0
複勝,多頭数16+,MF複勝3位以内,10-20倍,人気不問,2427,606,79.6,73.4,86.8,0
単勝,多頭数16+,MF複勝3位以内,10-20倍,4番人気以下,2296,143,83.7,76.3,90.2,0
複勝,多頭数16+,MF複勝3位以内,10-20倍,4番人気以下,2296,559,79.0,73.2,86.5,0
単勝,多頭数16+,MF複勝3位以内,10-20倍,6番人気以下,1181,71,88.8,63.8,108.2,2
複勝,多頭数16+,MF複勝3位以内,10-20倍,6番人気以下,1181,250,75.7,69.7,89.5,0
単勝,多頭数16+,MF複勝3位以内,20-50倍,人気不問,779,22,76.8,62.3,95.0,0
複勝,多頭数16+,MF複勝3位以内,20-50倍,人気不問,779,105,71.9,45.0,88.4,0
単勝,多頭数16+,MF複勝3位以内,20-50倍,4番人気以下,779,22,76.8,62.3,95.0,0
複勝,多頭数16+,MF複勝3位以内,20-50倍,4番人気以下,779,105,71.9,45.0,88.4,0
単勝,多頭数16+,MF複勝3位以内,20-50倍,6番人気以下,730,20,76.5,57.0,103.9,1
複勝,多頭数16+,MF複勝3位以内,20-50倍,6番人気以下,730,99,73.8,47.6,90.6,0
単勝,多頭数16+,MF複勝3位以内,〜10倍,人気不問,15232,3224,79.8,76.7,82.6,0
複勝,多頭数16+,MF複勝3位以内,〜10倍,人気不問,15232,7593,81.6,78.6,82.9,0
単勝,多頭数16+,MF複勝3位以内,〜10倍,4番人気以下,2438,263,80.6,75.3,96.2,0
複勝,多頭数16+,MF複勝3位以内,〜10倍,4番人気以下,2438,821,76.4,69.2,81.9,0
単勝,多頭数16+,MF複勝3位以内,〜10倍,3番人気以内,12794,2961,79.7,76.1,84.1,0
複勝,多頭数16+,MF複勝3位以内,〜10倍,3番人気以内,12794,6772,82.6,80.4,84.0,0
単勝,多頭数16+,MF複勝3位以内,〜20倍,人気不問,17659,3378,80.5,77.1,83.3,0
複勝,多頭数16+,MF複勝3位以内,〜20倍,人気不問,17659,8199,81.3,79.8,83.0,0
単勝,多頭数16+,MF複勝3位以内,〜20倍,4番人気以下,4734,406,82.1,76.2,93.3,0
複勝,多頭数16+,MF複勝3位以内,〜20倍,4番人気以下,4734,1380,77.7,73.8,83.1,0
単勝,多頭数16+,MF複勝3位以内,〜20倍,6番人気以下,1318,81,86.0,66.9,103.6,2
複勝,多頭数16+,MF複勝3位以内,〜20倍,6番人気以下,1318,294,77.0,70.3,88.3,0
単勝,多頭数16+,MF複勝3位以内,〜20倍,3番人気以内,12925,2972,79.9,76.0,84.9,0
複勝,多頭数16+,MF複勝3位以内,〜20倍,3番人気以内,12925,6819,82.6,80.5,83.9,0
単勝,多頭数16+,MF複勝5位以内,〜5倍,人気不問,10463,2795,81.2,79.3,85.4,0
複勝,多頭数16+,MF複勝5位以内,〜5倍,人気不問,10463,6020,84.0,82.5,85.2,0
単勝,多頭数16+,MF複勝5位以内,〜5倍,3番人気以内,10439,2788,81.1,79.3,85.0,0
複勝,多頭数16+,MF複勝5位以内,〜5倍,3番人気以内,10439,6004,84.0,82.5,85.1,0
単勝,多頭数16+,MF複勝5位以内,5-10倍,人気不問,10146,1161,76.7,71.3,80.8,0
複勝,多頭数16+,MF複勝5位以内,5-10倍,人気不問,10146,3693,78.9,77.4,81.8,0
単勝,多頭数16+,MF複勝5位以内,5-10倍,4番人気以下,4645,468,76.6,67.4,89.3,0
複勝,多頭数16+,MF複勝5位以内,5-10倍,4番人気以下,4645,1551,77.6,75.2,80.6,0
単勝,多頭数16+,MF複勝5位以内,5-10倍,6番人気以下,263,20,65.6,32.3,117.8,1
複勝,多頭数16+,MF複勝5位以内,5-10倍,6番人気以下,263,72,75.3,54.3,101.5,2
単勝,多頭数16+,MF複勝5位以内,5-10倍,3番人気以内,5501,693,76.8,67.8,83.0,0
複勝,多頭数16+,MF複勝5位以内,5-10倍,3番人気以内,5501,2142,79.9,77.8,82.9,0
単勝,多頭数16+,MF複勝5位以内,10-20倍,人気不問,6392,396,83.1,74.0,95.7,0
複勝,多頭数16+,MF複勝5位以内,10-20倍,人気不問,6392,1557,79.8,75.3,88.6,0
単勝,多頭数16+,MF複勝5位以内,10-20倍,4番人気以下,6145,377,82.8,73.0,97.6,0
複勝,多頭数16+,MF複勝5位以内,10-20倍,4番人気以下,6145,1465,79.1,74.2,88.1,0
単勝,多頭数16+,MF複勝5位以内,10-20倍,6番人気以下,3289,187,83.3,62.7,98.8,0
複勝,多頭数16+,MF複勝5位以内,10-20倍,6番人気以下,3289,702,77.8,70.8,85.5,0
単勝,多頭数16+,MF複勝5位以内,10-20倍,3番人気以内,247,19,91.1,46.9,141.4,2
複勝,多頭数16+,MF複勝5位以内,10-20倍,3番人気以内,247,92,98.3,85.2,107.7,3
単勝,多頭数16+,MF複勝5位以内,20-50倍,人気不問,3200,87,78.1,55.7,95.1,0
複勝,多頭数16+,MF複勝5位以内,20-50倍,人気不問,3200,404,70.2,61.3,82.9,0
単勝,多頭数16+,MF複勝5位以内,20-50倍,4番人気以下,3197,87,78.2,55.7,95.2,0
複勝,多頭数16+,MF複勝5位以内,20-50倍,4番人気以下,3197,404,70.2,61.5,82.9,0
単勝,多頭数16+,MF複勝5位以内,20-50倍,6番人気以下,2972,80,79.0,56.6,98.6,0
複勝,多頭数16+,MF複勝5位以内,20-50倍,6番人気以下,2972,366,71.0,60.2,85.4,0
単勝,多頭数16+,MF複勝5位以内,〜10倍,人気不問,20609,3956,79.0,75.4,81.3,0
複勝,多頭数16+,MF複勝5位以内,〜10倍,人気不問,20609,9713,81.5,80.0,83.0,0
単勝,多頭数16+,MF複勝5位以内,〜10倍,4番人気以下,4669,475,76.9,68.3,88.9,0
複勝,多頭数16+,MF複勝5位以内,〜10倍,4番人気以下,4669,1567,77.8,75.3,80.5,0
単勝,多頭数16+,MF複勝5位以内,〜10倍,6番人気以下,263,20,65.6,32.3,117.8,1
複勝,多頭数16+,MF複勝5位以内,〜10倍,6番人気以下,263,72,75.3,54.3,101.5,2
