券種,レース条件,馬,オッズ,人気,点数,的中,ROI,CI下,最悪年,年100超
複勝,少頭数-12,MF複勝2位以内,5-15,人気1-6,1820,807,85.9,81.0,82.1,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,3-10,人気1-3,6639,3414,83.0,81.0,81.0,0
複勝,長距離1900+,MF複勝1位,3-10,人気不問,1335,695,85.4,81.0,81.8,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,3-10,人気不問,7464,3729,82.8,80.9,80.4,0
複勝,多頭数16+,MF複勝2位以内,1-10,人気不問,10491,5564,82.5,80.9,80.3,0
複勝,少頭数-12,MF複勝3位以内,3-10,人気不問,7384,3768,83.1,80.9,78.8,0
複勝,多頭数16+,MF複勝5位以内,1-10,人気1-3,15787,8069,82.3,80.9,81.6,0
複勝,道悪,MF複勝3位以内,1-5,人気1-3,2799,1670,83.4,80.9,81.5,0
複勝,長距離1900+,MF複勝3位以内,1-20,人気1-6,9093,4767,82.6,80.9,81.2,0
複勝,短距離-1400,MF複勝1位,1-20,人気不問,4660,2682,83.2,80.9,77.1,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,1-20,人気不問,34739,15953,82.0,80.9,81.0,0
複勝,堅いR(1人気=MF1位),MF複勝2位以内,3-10,人気1-6,7462,3729,82.8,80.9,80.4,0
複勝,全体,MF複勝5位以内,3-10,人気1-3,28633,13724,81.8,80.8,80.9,0
複勝,全体,MF複勝3位以内,3-10,人気1-3,21269,10461,82.0,80.8,81.1,0
複勝,多頭数16+,MF複勝2位以内,1-20,人気不問,11328,5779,82.4,80.8,79.6,0
複勝,多頭数16+,MF複勝2位以内,1-10,人気1-6,10487,5561,82.5,80.8,80.3,0
複勝,道悪,MF複勝3位以内,1-5,人気1-6,2808,1676,83.5,80.8,81.5,0
複勝,ダート,MF複勝5位以内,1-20,人気1-6,30179,13793,82.0,80.8,81.4,0
複勝,ダート,MF複勝3位以内,3-10,人気不問,13012,6103,82.3,80.8,81.1,0
複勝,全体,MF複勝1位,3-10,人気1-3,5462,2816,82.9,80.7,79.2,0
複勝,全体,MF複勝5位以内,1-20,人気1-6,61709,28277,81.5,80.7,80.8,0
複勝,長距離1900+,MF複勝3位以内,1-20,人気不問,9251,4799,82.5,80.7,81.0,0
複勝,少頭数-12,MF複勝1位,5-30,人気1-3,204,101,95.3,80.7,58.1,3
複勝,短距離-1400,MF複勝3位以内,1-20,人気不問,14728,7130,82.3,80.7,80.6,0
複勝,短距離-1400,MF複勝5位以内,1-10,人気不問,17887,8684,82.0,80.7,81.2,0
複勝,道悪,MF複勝2位以内,1-20,人気不問,3313,1791,83.6,80.7,79.9,0
複勝,長距離1900+,MF複勝1位,3-10,人気1-6,1335,695,85.4,80.7,81.8,0
複勝,道悪,MF複勝2位以内,1-20,人気1-6,3270,1781,83.6,80.6,80.1,0
複勝,ダート,MF複勝5位以内,1-20,人気不問,31572,14073,81.7,80.6,80.5,0
複勝,短距離-1400,MF複勝5位以内,1-10,人気1-6,17872,8676,82.0,80.6,81.1,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,3-10,人気1-3,10802,5331,82.3,80.6,81.1,0
複勝,長距離1900+,MF複勝5位以内,1-10,人気1-6,11393,5846,82.0,80.6,80.7,0
複勝,全体,MF複勝2位以内,3-10,人気不問,16660,8058,81.9,80.6,80.3,0
複勝,少頭数-12,MF複勝5位以内,3-10,人気1-6,11333,5507,82.3,80.6,80.0,0
複勝,少頭数-12,MF複勝5位以内,3-10,人気不問,11345,5512,82.3,80.6,80.0,0
複勝,芝,MF複勝5位以内,1-10,人気不問,25878,12989,81.7,80.6,81.5,0
複勝,ダート,MF複勝3位以内,3-10,人気1-6,13005,6099,82.3,80.6,81.0,0
複勝,少頭数-12,MF複勝1位,3-10,人気1-3,1304,736,85.0,80.6,79.8,0
複勝,芝,MF複勝5位以内,1-10,人気1-6,25858,12982,81.7,80.6,81.4,0
複勝,全体,MF複勝2位以内,3-10,人気1-6,16650,8052,81.9,80.5,80.3,0
複勝,長距離1900+,MF複勝5位以内,1-10,人気不問,11402,5850,82.1,80.5,80.7,0
複勝,全体,MF複勝5位以内,10-20,人気1-3,560,197,93.5,80.5,88.6,1
複勝,芝,MF複勝3位以内,1-10,人気1-6,18802,9997,81.7,80.5,80.8,0
単勝,少頭数-12,MF複勝2位以内,1-20,人気1-3,7069,2125,83.8,80.5,79.9,0
複勝,芝,MF複勝3位以内,1-10,人気不問,18810,10000,81.7,80.5,80.8,0
複勝,道悪,MF複勝5位以内,1-5,人気1-6,3248,1893,82.9,80.4,80.6,0
複勝,道悪,MF複勝5位以内,1-5,人気不問,3248,1893,82.9,80.4,80.6,0
複勝,道悪,MF複勝1位,1-5,人気1-6,1310,831,84.0,80.4,81.0,0
複勝,長距離1900+,MF複勝2位以内,3-10,人気1-3,3100,1610,83.4,80.4,80.8,0
複勝,少頭数-12,MF複勝2位以内,5-15,人気不問,1849,811,85.2,80.4,80.7,0
複勝,全体,MF複勝5位以内,1-20,人気不問,64612,28858,81.2,80.4,80.5,0
複勝,短距離-1400,MF複勝2位以内,3-10,人気1-3,5175,2558,82.8,80.4,79.7,0
複勝,道悪,MF複勝1位,1-5,人気不問,1310,831,84.0,80.4,81.0,0
複勝,道悪,MF複勝2位以内,1-10,人気不問,3131,1738,83.2,80.4,79.6,0
複勝,芝,MF複勝5位以内,10-20,人気1-3,255,90,101.2,80.4,82.9,3
複勝,ダート,MF複勝1位,3-10,人気不問,3028,1527,83.5,80.4,79.7,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,3-10,人気1-3,14695,7016,81.8,80.4,80.5,0
複勝,道悪,MF複勝2位以内,1-10,人気1-6,3130,1737,83.1,80.3,79.6,0
複勝,短距離-1400,MF複勝5位以内,1-20,人気1-6,21858,9723,81.6,80.3,80.2,0
複勝,道悪,MF複勝3位以内,1-20,人気1-3,3808,2085,82.8,80.3,79.6,0
単勝,ダート,MF複勝1位,1-5,人気不問,5394,1844,83.5,80.3,80.2,0
単勝,ダート,MF複勝1位,1-5,人気1-6,5394,1844,83.5,80.3,80.2,0
複勝,道悪,MF複勝1位,1-5,人気1-3,1307,828,83.8,80.3,80.6,0
複勝,長距離1900+,MF複勝2位以内,3-10,人気不問,3636,1814,83.0,80.2,80.3,0
複勝,ダート,MF複勝1位,3-10,人気1-6,3027,1526,83.4,80.2,79.7,0
複勝,少頭数-12,MF複勝1位,5-15,人気1-3,204,101,95.3,80.2,58.1,3
複勝,道悪,MF複勝3位以内,1-10,人気1-3,3780,2075,82.8,80.1,79.9,0
複勝,道悪,MF複勝5位以内,1-10,人気1-3,4734,2496,82.5,80.1,80.5,0
複勝,長距離1900+,MF複勝2位以内,3-10,人気1-6,3633,1812,82.9,80.1,80.4,0
複勝,多頭数16+,MF複勝1位,1-10,人気不問,5193,2964,82.2,80.1,78.2,0
複勝,道悪,MF複勝5位以内,1-20,人気1-3,4798,2516,82.5,80.1,79.9,0
複勝,道悪,MF複勝5位以内,1-5,人気1-3,3236,1885,82.8,80.1,80.6,0
複勝,芝,MF複勝3位以内,1-20,人気1-6,20636,10485,81.4,80.1,79.8,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-20,人気4以下,2126,220,91.5,80.1,73.5,1
複勝,多頭数16+,MF複勝1位,1-10,人気1-6,5192,2963,82.1,80.1,78.2,0
単勝,少頭数-12,MF複勝2位以内,1-10,人気1-3,7050,2123,83.6,80.0,79.4,0
複勝,多頭数16+,MF複勝1位,1-20,人気1-6,5319,2996,82.0,80.0,78.1,0
複勝,芝,MF複勝5位以内,1-20,人気1-6,31530,14484,81.0,80.0,80.2,0
単勝,ダート,MF複勝1位,1-5,人気1-3,5388,1841,83.4,80.0,80.3,0
複勝,短距離-1400,MF複勝2位以内,3-10,人気1-6,6168,2915,82.2,80.0,79.6,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,3-10,人気1-6,13103,6170,81.5,79.9,79.4,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,3-10,人気不問,19978,8936,81.2,79.9,80.4,0
複勝,多頭数16+,MF複勝5位以内,1-10,人気1-6,20266,9569,81.2,79.9,80.4,0
複勝,全体,MF複勝3位以内,3-10,人気不問,26693,12398,81.0,79.9,79.9,0
単勝,道悪,MF複勝5位以内,5-15,人気4-6,2346,237,91.5,79.9,81.5,1
複勝,多頭数16+,MF複勝5位以内,1-10,人気不問,20277,9575,81.2,79.9,80.4,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,3-10,人気1-6,19968,8934,81.2,79.9,80.4,0
複勝,短距離-1400,MF複勝2位以内,3-10,人気不問,6171,2916,82.2,79.9,79.6,0
複勝,芝,MF複勝3位以内,1-20,人気不問,21122,10582,81.2,79.9,79.3,0
複勝,短距離-1400,MF複勝5位以内,1-20,人気不問,23118,9968,81.2,79.9,80.2,0
複勝,多頭数16+,MF複勝3位以内,1-10,人気不問,14779,7386,81.3,79.9,79.0,0
複勝,長距離1900+,MF複勝5位以内,3-10,人気1-3,6348,3112,81.9,79.8,79.8,0
単勝,少頭数-12,MF複勝2位以内,1-5,人気不問,6116,1989,83.0,79.8,79.9,0
複勝,多頭数16+,MF複勝3位以内,1-20,人気1-6,16443,7823,81.2,79.8,79.5,0
複勝,全体,MF複勝5位以内,3-10,人気不問,39932,17742,80.7,79.8,80.4,0
複勝,全体,MF複勝5位以内,3-10,人気1-6,39893,17726,80.7,79.8,80.3,0
複勝,全体,MF複勝5位以内,1-5,人気4-6,121,72,94.0,79.8,84.1,1
単勝,少頭数-12,MF複勝1位,1-20,人気1-3,3654,1295,84.0,79.8,76.3,0
複勝,ダート,MF複勝5位以内,3-10,人気不問,19478,8655,81.2,79.8,79.8,0
単勝,道悪,MF複勝5位以内,5-15,人気4以下,2500,247,90.6,79.8,79.1,0
複勝,短距離-1400,MF複勝3位以内,3-10,人気1-3,7686,3696,81.9,79.8,79.7,0
複勝,全体,MF複勝3位以内,3-10,人気1-6,26678,12391,80.9,79.8,79.9,0
複勝,道悪,MF複勝1位,1-10,人気1-3,1448,886,83.4,79.8,80.6,0
単勝,長距離1900+,MF複勝1位,1-5,人気不問,2499,873,84.7,79.8,79.6,0
単勝,長距離1900+,MF複勝1位,1-5,人気1-3,2498,873,84.7,79.8,79.7,0
単勝,少頭数-12,MF複勝1位,1-5,人気1-6,3460,1267,83.5,79.8,77.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,1-5,人気不問,570,314,86.0,79.8,72.0,0
複勝,ダート,MF複勝5位以内,3-10,人気1-6,19459,8646,81.2,79.8,79.8,0
複勝,堅いR(1人気=MF1位),MF複勝3位以内,3-10,人気不問,13106,6170,81.5,79.8,79.3,0
単勝,長距離1900+,MF複勝1位,1-5,人気1-6,2499,873,84.7,79.7,79.6,0
複勝,多頭数16+,MF複勝3位以内,1-10,人気1-6,14774,7382,81.2,79.7,79.0,0
単勝,少頭数-12,MF複勝2位以内,1-10,人気1-6,7718,2196,82.8,79.7,78.1,0
単勝,少頭数-12,MF複勝2位以内,1-20,人気1-6,8006,2216,83.0,79.7,79.1,0
複勝,芝,MF複勝5位以内,1-20,人気不問,33040,14785,80.8,79.7,79.5,0
複勝,道悪,MF複勝1位,1-20,人気1-3,1449,886,83.4,79.7,80.6,0
複勝,多頭数16+,MF複勝2位以内,3-10,人気1-3,6123,2942,81.9,79.7,78.8,0
複勝,多頭数16+,MF複勝1位,1-20,人気不問,5375,3004,81.7,79.7,77.1,0
複勝,短距離-1400,MF複勝5位以内,3-10,人気1-3,10417,4862,81.5,79.7,79.8,0
単勝,少頭数-12,MF複勝2位以内,1-5,人気1-6,6116,1989,83.0,79.6,79.9,0
複勝,少頭数-12,MF複勝1位,3-10,人気不問,1502,813,83.9,79.6,79.8,0
複勝,堅いR(1人気=MF1位),MF複勝5位以内,10-20,人気1-3,442,155,94.7,79.6,85.1,1
複勝,芝,MF複勝2位以内,3-10,人気1-3,7183,3601,81.5,79.6,80.3,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-10,人気不問,2488,1114,83.4,79.6,78.9,0
単勝,少頭数-12,MF複勝1位,1-10,人気1-3,3654,1295,84.0,79.6,76.3,0
複勝,多頭数16+,MF複勝5位以内,1-20,人気1-6,24890,10759,80.9,79.6,79.8,0
複勝,少頭数-12,MF複勝1位,3-10,人気1-6,1502,813,83.9,79.6,79.8,0
複勝,道悪,MF複勝5位以内,1-20,人気不問,7882,3432,81.8,79.6,80.1,0
複勝,道悪,MF複勝2位以内,3-10,人気1-3,1757,890,83.2,79.5,77.2,0
単勝,少頭数-12,MF複勝2位以内,1-10,人気不問,7718,2196,82.8,79.5,78.1,0
単勝,ダート,MF複勝1位,1-10,人気1-3,5937,1915,82.9,79.5,78.5,0
複勝,少頭数-12,MF複勝2位以内,5-30,人気1-6,1923,827,84.4,79.5,80.4,0
複勝,多頭数16+,MF複勝3位以内,1-20,人気不問,16952,7921,80.9,79.5,79.2,0
単勝,少頭数-12,MF複勝2位以内,1-5,人気1-3,6096,1982,82.8,79.5,80.2,0
複勝,長距離1900+,MF複勝3位以内,3-10,人気1-3,4772,2388,81.9,79.5,79.3,0
複勝,短距離-1400,MF複勝3位以内,3-10,人気1-6,9668,4401,81.2,79.4,79.3,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,3-10,人気不問,2453,1088,83.3,79.4,78.7,0
複勝,多頭数16+,MF複勝5位以内,3-10,人気1-3,12114,5531,81.1,79.4,79.8,0
複勝,短距離-1400,MF複勝3位以内,3-10,人気不問,9673,4403,81.2,79.4,79.2,0
複勝,長距離1900+,MF複勝5位以内,1-20,人気1-6,13892,6506,81.1,79.4,80.0,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,1-5,人気1-3,564,310,85.8,79.4,72.0,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-10,人気1-3,2338,1105,83.0,79.4,76.0,0
複勝,長距離1900+,MF複勝5位以内,1-20,人気不問,14452,6625,81.0,79.4,80.2,0
単勝,全体,MF複勝5位以内,1-5,人気1-6,27249,7557,81.1,79.4,80.0,0
単勝,全体,MF複勝5位以内,1-5,人気不問,27249,7557,81.1,79.4,80.0,0
単勝,ダート,MF複勝1位,1-20,人気1-3,5941,1915,82.9,79.4,78.5,0
単勝,少頭数-12,MF複勝2位以内,3-10,人気1-3,3716,761,85.1,79.3,73.4,0
複勝,長距離1900+,MF複勝3位以内,3-10,人気1-6,5936,2824,81.5,79.3,79.2,0
単勝,短距離-1400,MF複勝2位以内,1-5,人気1-3,6422,1908,82.7,79.3,79.8,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,1-5,人気1-6,570,314,86.0,79.3,72.0,0
単勝,短距離-1400,MF複勝2位以内,1-5,人気不問,6434,1910,82.7,79.3,79.6,0
単勝,短距離-1400,MF複勝2位以内,1-10,人気1-3,8091,2137,82.5,79.3,78.3,0
単勝,少頭数-12,MF複勝1位,1-5,人気不問,3460,1267,83.5,79.3,77.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-10,人気1-3,1735,829,83.5,79.3,76.3,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-10,人気1-6,2482,1109,83.1,79.3,78.5,0
複勝,短距離-1400,MF複勝5位以内,3-10,人気不問,14480,6291,80.8,79.3,80.3,0
単勝,全体,MF複勝2位以内,1-5,人気1-6,18920,5681,81.2,79.3,80.5,0
複勝,ダート,MF複勝5位以内,5-15,人気1-3,6153,2523,82.0,79.3,79.4,0
単勝,ダート,MF複勝5位以内,1-5,人気不問,13304,3727,81.7,79.3,78.7,0
複勝,全体,MF複勝1位,3-10,人気1-6,6247,3076,81.4,79.3,77.6,0
単勝,全体,MF複勝5位以内,1-5,人気1-3,27128,7531,81.0,79.3,79.9,0
複勝,多頭数16+,MF複勝5位以内,1-20,人気不問,26360,11044,80.5,79.2,79.2,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,3-10,人気1-3,2297,1075,82.9,79.2,76.1,0
複勝,道悪,MF複勝5位以内,1-20,人気1-6,7501,3344,81.6,79.2,80.9,0
単勝,少頭数-12,MF複勝3位以内,1-10,人気1-3,9542,2593,82.1,79.2,78.7,0
複勝,短距離-1400,MF複勝5位以内,3-10,人気1-6,14465,6283,80.8,79.2,80.1,0
単勝,少頭数-12,MF複勝1位,1-5,人気1-3,3450,1264,83.4,79.2,77.4,0
単勝,短距離-1400,MF複勝3位以内,1-5,人気1-3,8005,2260,82.1,79.2,79.3,0
単勝,全体,MF複勝3位以内,1-5,人気不問,23527,6722,80.9,79.2,79.6,0
単勝,短距離-1400,MF複勝2位以内,1-5,人気1-6,6434,1910,82.7,79.2,79.6,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-20,人気1-3,2353,1108,82.9,79.2,75.9,0
単勝,ダート,MF複勝3位以内,1-5,人気1-6,11478,3322,81.7,79.2,79.2,0
単勝,全体,MF複勝2位以内,1-5,人気不問,18920,5681,81.2,79.2,80.5,0
複勝,道悪,MF複勝1位,1-20,人気1-6,1568,925,82.9,79.2,79.5,0
複勝,ダート,MF複勝5位以内,5-30,人気1-3,6182,2529,81.8,79.2,79.1,0
複勝,道悪,MF複勝1位,1-20,人気不問,1581,929,83.1,79.2,78.6,0
単勝,ダート,MF複勝3位以内,1-5,人気不問,11478,3322,81.7,79.2,79.2,0
単勝,ダート,MF複勝5位以内,1-5,人気1-6,13304,3727,81.7,79.2,78.7,0
単勝,ダート,MF複勝5位以内,1-5,人気1-3,13251,3716,81.6,79.2,78.8,0
複勝,芝,MF複勝5位以内,3-10,人気1-3,14658,6988,80.6,79.2,79.8,0
複勝,全体,MF複勝1位,3-10,人気不問,6249,3078,81.5,79.2,77.6,0
複勝,多頭数16+,MF複勝3位以内,3-10,人気1-3,9023,4211,81.0,79.1,79.0,0
単勝,全体,MF複勝2位以内,1-5,人気1-3,18888,5671,81.1,79.1,80.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-10,人気1-3,3784,1835,81.6,79.1,79.0,0
複勝,全体,MF複勝5位以内,1-5,人気4以下,121,72,94.0,79.1,84.1,1
単勝,全体,MF複勝1位,1-20,人気1-3,12073,3791,81.3,79.1,79.5,0
単勝,芝,MF複勝2位以内,1-20,人気1-3,11867,3188,81.7,79.1,78.2,0
単勝,全体,MF複勝3位以内,1-5,人気1-6,23527,6722,80.9,79.1,79.6,0
複勝,道悪,MF複勝1位,1-10,人気不問,1548,920,82.9,79.1,79.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,3-10,人気1-6,2447,1083,82.9,79.1,78.3,0
単勝,ダート,MF複勝3位以内,1-5,人気1-3,11451,3314,81.6,79.1,79.3,0
単勝,少頭数-12,MF複勝2位以内,1-20,人気不問,8060,2218,82.8,79.1,78.4,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-20,人気1-3,1741,831,83.5,79.1,76.9,0
単勝,短距離-1400,MF複勝5位以内,1-5,人気1-6,9353,2548,81.8,79.1,77.5,0
単勝,短距離-1400,MF複勝5位以内,1-5,人気不問,9353,2548,81.8,79.1,77.5,0
単勝,短距離-1400,MF複勝3位以内,1-5,人気1-6,8027,2264,82.1,79.1,79.0,0
単勝,全体,MF複勝1位,1-5,人気1-6,10920,3634,81.4,79.1,79.8,0
複勝,長距離1900+,MF複勝3位以内,3-10,人気不問,5939,2826,81.5,79.1,79.2,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-20,人気1-6,2764,1183,82.8,79.0,77.9,0
単勝,短距離-1400,MF複勝2位以内,1-20,人気1-3,8117,2139,82.5,79.0,78.1,0
複勝,芝,MF複勝5位以内,3-10,人気不問,20454,9087,80.3,79.0,79.4,0
単勝,少頭数-12,MF複勝3位以内,1-20,人気1-3,9637,2599,82.0,79.0,80.2,0
複勝,多頭数16+,MF複勝2位以内,3-10,人気1-6,7273,3334,81.0,79.0,78.3,0
単勝,ダート,MF複勝1位,3-10,人気1-3,2655,574,85.2,79.0,78.0,0
単勝,短距離-1400,MF複勝3位以内,1-5,人気不問,8027,2264,82.1,79.0,79.0,0
単勝,全体,MF複勝1位,1-5,人気不問,10920,3634,81.4,79.0,79.8,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,1-20,人気不問,2918,1216,82.7,79.0,79.2,0
単勝,道悪,MF複勝5位以内,5-30,人気4-6,2846,257,89.3,78.9,79.9,0
単勝,ダート,MF複勝2位以内,1-5,人気1-6,9299,2813,81.6,78.9,78.5,0
単勝,ダート,MF複勝2位以内,1-5,人気1-3,9286,2809,81.5,78.9,78.6,0
単勝,全体,MF複勝5位以内,1-20,人気1-6,61709,10998,80.6,78.9,77.9,0
単勝,全体,MF複勝1位,1-5,人気1-3,10905,3630,81.4,78.9,79.7,0
複勝,多頭数16+,MF複勝2位以内,3-10,人気不問,7277,3337,81.1,78.9,78.3,0
複勝,道悪,MF複勝1位,1-10,人気1-6,1547,919,82.8,78.9,79.4,0
複勝,芝,MF複勝2位以内,3-10,人気不問,8489,4072,80.8,78.9,78.8,0
複勝,芝,MF複勝5位以内,3-10,人気1-6,20434,9080,80.3,78.9,79.4,0
単勝,全体,MF複勝3位以内,1-5,人気1-3,23455,6702,80.7,78.9,79.3,0
複勝,芝,MF複勝2位以内,3-10,人気1-6,8484,4069,80.7,78.9,78.8,0
単勝,少頭数-12,MF複勝1位,1-10,人気不問,3852,1313,82.7,78.9,77.1,0
単勝,全体,MF複勝1位,1-10,人気1-3,12066,3791,81.3,78.9,79.6,0
複勝,全体,MF複勝5位以内,5-15,人気1-3,12588,5108,80.7,78.9,78.9,0
単勝,ダート,MF複勝1位,1-20,人気1-6,6426,1961,82.2,78.8,78.0,0
単勝,ダート,MF複勝2位以内,1-5,人気不問,9299,2813,81.6,78.8,78.5,0
複勝,道悪,MF複勝5位以内,1-10,人気不問,6200,2994,81.1,78.8,79.9,0
複勝,長距離1900+,MF複勝5位以内,3-10,人気1-6,8869,4021,80.7,78.8,79.3,0
単勝,全体,MF複勝2位以内,1-20,人気1-6,27061,6612,80.9,78.8,80.1,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-10,人気不問,3638,1580,82.0,78.8,79.6,0
単勝,短距離-1400,MF複勝5位以内,1-5,人気1-3,9320,2543,81.9,78.8,77.8,0
複勝,全体,MF複勝5位以内,5-30,人気1-3,12646,5120,80.6,78.8,78.8,0
単勝,芝,MF複勝2位以内,1-10,人気1-3,11837,3184,81.5,78.8,77.0,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-10,人気1-6,3628,1574,81.7,78.7,79.4,0
単勝,全体,MF複勝2位以内,1-20,人気1-3,23294,6247,80.6,78.7,78.2,0
単勝,全体,MF複勝5位以内,1-20,人気不問,64612,11144,80.3,78.7,77.4,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,1-5,人気1-6,14506,4333,80.7,78.7,78.2,0
単勝,少頭数-12,MF複勝1位,1-10,人気1-6,3852,1313,82.7,78.7,77.1,0
複勝,荒れR(1人気=MF4位以下),MF複勝5位以内,1-20,人気1-3,3804,1840,81.6,78.7,79.1,0
単勝,少頭数-12,MF複勝3位以内,1-20,人気1-6,12074,2828,82.1,78.7,80.8,0
単勝,少頭数-12,MF複勝5位以内,1-20,人気1-6,18633,3597,81.8,78.7,77.7,0
単勝,全体,MF複勝2位以内,1-10,人気1-3,23213,6241,80.6,78.7,78.4,0
複勝,長距離1900+,MF複勝5位以内,3-10,人気不問,8878,4025,80.7,78.7,79.2,0
複勝,少頭数-12,MF複勝3位以内,5-15,人気1-6,4115,1702,82.0,78.7,78.6,0
単勝,多頭数16+,MF複勝5位以内,1-5,人気1-6,10423,2789,81.5,78.7,79.4,0
単勝,多頭数16+,MF複勝5位以内,1-5,人気1-3,10400,2783,81.4,78.7,79.6,0
単勝,多頭数16+,MF複勝5位以内,1-5,人気不問,10423,2789,81.5,78.7,79.4,0
単勝,全体,MF複勝2位以内,1-20,人気不問,27456,6631,80.7,78.6,79.5,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,3-10,人気不問,3597,1550,81.9,78.6,79.3,0
単勝,少頭数-12,MF複勝3位以内,1-20,人気不問,12206,2836,82.2,78.6,81.3,0
単勝,少頭数-12,MF複勝5位以内,1-10,人気1-3,11884,3016,81.6,78.6,79.0,0
単勝,全体,MF複勝5位以内,1-10,人気1-6,50462,10279,80.1,78.6,78.8,0
単勝,短距離-1400,MF複勝1位,1-10,人気1-3,4189,1269,82.9,78.6,77.7,0
複勝,長距離1900+,MF複勝5位以内,5-30,人気1-3,2730,1146,82.4,78.6,76.8,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,3-10,人気1-3,1700,803,83.3,78.6,76.4,0
複勝,道悪,MF複勝5位以内,1-10,人気1-6,6195,2991,81.0,78.6,80.0,0
複勝,多頭数16+,MF複勝5位以内,3-10,人気不問,16604,7037,80.1,78.6,79.5,0
単勝,ダート,MF複勝1位,1-10,人気1-6,6309,1952,82.1,78.6,78.6,0
単勝,ダート,MF複勝1位,1-10,人気不問,6310,1952,82.1,78.6,78.6,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,1-5,人気不問,14506,4333,80.7,78.5,78.2,0
複勝,道悪,MF複勝3位以内,1-10,人気不問,4477,2305,81.1,78.5,78.9,0
単勝,芝,MF複勝2位以内,1-20,人気1-6,13760,3359,81.3,78.5,77.0,0
複勝,荒れR(1人気=MF4位以下),MF複勝1位,1-20,人気不問,1341,592,84.1,78.5,81.3,0
複勝,少頭数-12,MF複勝3位以内,5-15,人気不問,4177,1716,81.8,78.5,78.1,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-30,人気1-3,733,308,85.7,78.5,75.6,1
単勝,少頭数-12,MF複勝5位以内,1-20,人気1-3,12065,3027,81.4,78.5,78.5,0
単勝,全体,MF複勝5位以内,1-10,人気不問,50501,10283,80.1,78.5,78.8,0
単勝,全体,MF複勝3位以内,1-10,人気1-3,31289,7717,80.1,78.5,77.6,0
単勝,荒れR(1人気=MF4位以下),MF複勝3位以内,1-20,人気不問,4479,625,85.5,78.5,72.7,0
複勝,荒れR(1人気=MF4位以下),MF複勝3位以内,3-10,人気1-6,3587,1544,81.6,78.5,79.1,0
複勝,道悪,MF複勝3位以内,1-10,人気1-6,4476,2304,81.0,78.5,78.9,0
単勝,全体,MF複勝5位以内,1-10,人気1-3,39202,9079,80.1,78.4,77.5,0
単勝,短距離-1400,MF複勝1位,1-20,人気1-3,4190,1269,82.9,78.4,77.7,0
単勝,短距離-1400,MF複勝2位以内,1-10,人気不問,9087,2241,81.7,78.4,77.3,0
単勝,少頭数-12,MF複勝5位以内,1-20,人気不問,19106,3620,81.5,78.4,78.3,0
単勝,全体,MF複勝2位以内,1-10,人気不問,25792,6521,80.3,78.4,78.2,0
複勝,荒れR(1人気=MF4位以下),MF複勝2位以内,5-30,人気1-6,1752,657,83.3,78.4,76.6,0
単勝,全体,MF複勝5位以内,1-20,人気1-3,39762,9114,80.0,78.4,77.5,0
単勝,少頭数-12,MF複勝5位以内,1-10,人気不問,15275,3386,81.1,78.4,78.3,0
単勝,堅いR(1人気=MF1位),MF複勝5位以内,1-5,人気1-3,14464,4322,80.6,78.4,77.7,0
単勝,全体,MF複勝3位以内,1-20,人気1-3,31575,7736,80.1,78.4,77.6,0
単勝,道悪,MF複勝2位以内,1-20,人気1-6,3270,807,84.3,78.4,71.2,0
単勝,少頭数-12,MF複勝2位以内,3-10,人気不問,4384,834,83.5,78.4,72.1,0
複勝,ダート,MF複勝3位以内,5-15,人気1-3,3929,1642,81.7,78.4,78.9,0
単勝,全体,MF複勝3位以内,1-20,人気不問,41416,8592,80.1,78.4,79.0,0
