馬名,馬主
スパンキーワールド,大塚亮一
スパングルドスター,社台レースホース
スパーキングブルー,ノルマンディーサラブレッドレーシング
スパーク,石川秀守
スパークインザアイ,西見徹也
スパークオブライフ,西見徹也
スパークジョイ,西森功
スパークタイムリー,西見徹也
スパークフューチャ,西見徹也
スパークリシャール,西見徹也
スパークリングアイ,奥裕嗣
スパークリー,ミルファーム
スパークル,Ｒ．アンダーソン
スパークルアイズ,ノースヒルズ
スパークルアゲン,浅川皓司
スパークルガール,社台レースホース
スパークルジョイ,輝レーシング
スパークルスカイ,吉田晴哉
スパークルスパート,日向均
スパークルノヴァ,前田幸治
スパークルレイ,木部厳生
スパーダ,了徳寺健二ホールディングス
スパーダネーラ,瀬口信正
スパーブケン,藤田在子
スビールアスール,アスール
スピアザキック,ＫＩＣレーシング
スピアザゴールド,キャロットファーム
スピアッジャローザ,ノルマンディーサラブレッドレーシング
スピアヘッド,ヒダカ・ブリーダーズ・ユニオン
スピアーノ,清水正江
スピカテソーロ,了徳寺健二ホールディングス
スピッツァー,キャロットファーム
スピッツェンバーグ,サンデーレーシング
スピットブレイク,外池榮一郎
スピナテイル,ロードホースクラブ
スピナーリート,社台レースホース
スピニンググローブ,小島章義
スピニングマーリン,コージーレーシング
スピネルテソーロ,了徳寺健二ホールディングス
スピノザ,江馬由将
スピランセス,ディアレスト
スピリチュアル,佐々木雄二
スピリッツ,長谷川祐司
スピリッツミノル,吉岡實
スピリットガイド,Ｈ．Ｈ．シェイク・ハムダン
スピリットクォーツ,荻伏服部牧場
スピリットクークス,岡田牧雄
スピリットサント,ニットー商事
スピリットサージ,岡田壮史
スピリットソウル,落合幸弘
スピリットノア,古賀禎彦
スピリットライズ,吉岡寛行
スピリットワンベル,鈴木昭和
スピリットワールド,ゴドルフィン
スピリトゥス,桑田牧場
スピリトーゾ,カナヤマホールディングス
スピルアウト,社台レースホース
スピルイット,吉田和美
スピルクリスティ,大戸志浦
スピンオフ,ニッシンホールディングス
スピンク,窪田康志
スピンザブラッド,ＮＩＣＫＳ
スピントロニクス,金子真人ホールディングス
スピンドクター,ゴドルフィン
スピークイージー,村上稔
スピークロウ,社台レースホース
スピーシーズ,吉田照哉
スピーチバルーン,Ｇ１レーシング
スピーディキック,加藤鈴幸
スピーディクール,ライオンレースホース
スピーディスピン,岡田牧雄
スピーディブレイク,嶋田賢
スピードイエロー,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス
スピードオブライト,ヒダカ・ブリーダーズ・ユニオン
スピードオブラブ,石井義人
スピードクィーン,小泉禎剛
スピードグラマー,長谷川祐司
スピードソルジャー,保坂和孝
スピードドリブン,小田吉男
スピードパンサー,古賀慎一
スピードボンバー,杉山忠国
スピードリッチ,宇田豊
スピーナ,社台レースホース
スピーニディローザ,矢野秀春
スフィダンテ,ノースヒルズ
スフィーダグリーン,寳寄山拓樹
スフェーン,キャピタルクラブ
スフェーンテソーロ,了徳寺健二ホールディングス
スフバータル,和田牧場
スフリエール,吉田照哉
スフレ,カナヤマホールディングス
スプマンテ,石川達絵
スプラウティング,ゴドルフィン
スプランドゥール,ターフ・スポート
スプリッツァー,古賀禎彦
スプリット,明栄商事
スプリットザシー,吉田照哉
スプリットロック,水上行雄
スプリンクルソルト,小林薫
スプリングウェイ,道永幸治
スプリングオペラ,ブルースターズファーム
スプリングカム,西村新一郎
スプリングクルーズ,谷掛龍夫
スプリングソワレ,飯田正剛
スプリングデイ,ミルファーム
スプリングドリーム,野村茂雄
スプリングノヴァ,橋本浩
スプリングハズカム,和田牧場
スプリングフット,島川隆哉
スプリングブリーズ,マークス
スプリングボックス,吉田昌久
スプリングムーン,鈴木芳夫
スプリングラヴ,ゴドルフィン
スプリングローズ,山内邦一
スプリームメロディ,新木鈴子
スプル,前田幸治
スプレッドアウト,キャロットファーム
スプレッドイーグル,村山卓也
スプレッドシャイン,社台レースホース
スプレムータ,ミルファーム
スプレモフレイバー,尾田信夫
スプレンジーナ,長浜牧場
スプレンダーシチー,友駿ホースクラブ
スプレンディダ,吉田千津
スプレンドーレ,ＳＴレーシング
スプレーフォール,畑佐博
スプレーモゲレイロ,ヒダカ・ブリーダーズ・ユニオン
スプロール,ヒダカ・ブリーダーズ・ユニオン
スプーン,辻雄二
スプーンミー,田頭勇貴
スペイスフォース,ゴドルフィン
スペイドアン,ＴＵＲＦレーシング
スペキアリス,Ｇ１レーシング
スペキオサレジーナ,ＭＯＭＯレーシング
スペキュラース,ビッグレッドファーム
スペキュレーター,田頭勇貴
スペクタクル,佐々木雄二
スペクター,川勝裕之
スペクトログラム,シルクレーシング
スペシャライト,藤原牧場
スペシャリスト,下河辺隆行
スペシャリティ,中村智幸
スペシャルキリシマ,西村新一郎
スペシャルギフト,阿部友弘
スペシャルサンクス,ミルファーム
スペシャルサンデー,宮内牧場
スペシャルシラー,山田弘
スペシャルディガー,ホースアディクト
スペシャルトリップ,宮川純造
スペシャルトーク,ホースアディクト
スペシャルドラマ,大塚亮一
スペシャルナンバー,ヒダカ・ブリーダーズ・ユニオン
スペシャルバニー,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス
スペシャルパワー,森中啓子
スペシャルホース,田畑富子
スペシャルボス,ラ・メール
スペシャルムーヴ,ノースヒルズ
スペシャルワン,寺田千代乃
スペック,和田正巳
スペラメント,吉田智
スペランツァチャム,折手邦雄
スペラーレ,グリーンファーム
スペリオルシチー,友駿ホースクラブ
スペルキャスター,稲場澄
スペルビア,出口牧場
スペルマロン,西森鶴
スペルーチェ,窪田芳郎
スペロ,Ｇリビエール・レーシング
スペロデア,ノルマンディーサラブレッドレーシング
スペロラルーチェ,岡田牧雄
スペンサーバローズ,猪熊広次
スペースクラフト,社台レースホース
スペースコロニー,山上和良
スペースザリッパー,吉澤ホールディングス
スペースシップ,ビッグレッドファーム
スペースシャワー,日下部勝徳
スペースソニック,松谷翔太
スペースフライト,前田晋二
スペースリーガ,ディアレストクラブ
スペードエース,シルクレーシング
スペードギニー,犬飼優
スペードクイーン,吉田和子
スポイルド,ゴドルフィン
スポットライト,河村祥史
スポーカンテソーロ,了徳寺健二ホールディングス
スポーティブ,吉田照哉
スマイリングウェイ,ターフ・スポート
スマイリングスカイ,下河辺隆行
スマイリングデイズ,ノースヒルズ
スマイリンフィット,広尾レース
スマイリースマイル,橋元勇氣
スマイリールリカ,嶋田賢
スマイル,石川達絵
スマイルアクセス,馬目卓
スマイルアップ,馬目勇
スマイルアプローズ,キャロットファーム
スマイルアモーレ,星加浩一
スマイルインザサン,木村牧場
スマイルオリオン,松野真一
スマイルオンミー,キャロットファーム
スマイルカット,長谷川守正
スマイルカナ,ビッグレッドファーム
スマイルカーブ,保坂和孝
スマイルガルーダ,ジェニュインホールディングス
スマイルガーデン,吉田勝己
スマイルガール,首藤徳
スマイルコレクター,ＤＭＭドリームクラブ
スマイルサキ,松野真一
スマイルサクラ,ビッグレッドファーム
スマイルサミット,山崎康
